annot	BH.Q	ADJ.P	PER	LAG	AMP
0610009B22Rik	0.204748486683469	0.0347824208804836	22	7	0.155641808702066
0610010F05Rik	0.0574038908788868	0.00618291830573027	26	20	0.131322017196441
0610012G03Rik	1	0.939954532354526	26	18	0.0448406108867454
0610040J01Rik	0.00250136604847731	7.54219790806029e-05	22	18	0.130946070263407
1110004F10Rik	1	1	22	14	0.064510877236101
1110006O24Rik	1	0.715243697753171	26	25	0.0554788101893137
1110008L16Rik	1	0.464562129644362	26	7	0.0405416605120877
1110008P14Rik	0.271614036092796	0.0514394937797749	24	4	0.0772898270577828
1110012L19Rik	1	1	26	15	0.132359261792016
1110017D15Rik	1	1	26	13	0.0875746648176954
1110038F14Rik	1	1	24	6	0.215076400282787
1110051M20Rik	1	1	26	15	0.0647009166781296
1110059G10Rik	1	1	26	15	0.176912924146576
1300017J02Rik	1	1	22	14	0.0501972906446446
1500002F19Rik	1	1	24	2	0.065906788178033
1500015O10Rik	1	1	26	18	0.0493973080806376
1600002K03Rik	1	0.621240468019619	26	25	0.0513205106852225
1600012H06Rik	0.271614036092796	0.0514394937797749	22	11	0.105539733330526
1600014C10Rik	0.747032390093967	0.212940224344473	24	14	0.0833466333558716
1600015I10Rik	1	1	24	0	0.0780241345732536
1700001C02Rik	1	1	24	2	0.0667738523453908
1700001C19Rik	0.932614139445647	0.293670538780989	22	14	0.116581541436925
1700001G17Rik	1	1	26	21	0.120130575805891
1700001K19Rik	1	0.821102067263864	24	22	0.0502344336007419
1700001O22Rik	0.520925188984938	0.128288150753285	22	1	0.0620632184422827
1700001P01Rik	1	0.821102067263864	22	3	0.0571652888364904
1700007K13Rik	0.12916234531958	0.0187801327395815	22	3	0.0785114248163586
1700009J07Rik	1	1	26	5	0.0655766753027746
1700010I14Rik	0.23607818205374	0.0423795928305984	24	8	0.0396036148564625
1700012A03Rik	1	1	26	22	0.0584991612085063
1700012B09Rik	1	1	24	2	0.0474948174174558
1700013G24Rik	1	1	26	25	0.105159506628134
1700016H13Rik	1	1	26	21	0.0833298300052007
1700016K19Rik	1	1	24	20	0.0669105195184471
1700018B08Rik	1	1	26	1	0.0616178048625238
1700018B24Rik	1	1	26	18	0.0839569279734683
1700019D03Rik	1	1	26	2	0.0184799587843262
1700019M22Rik	1	1	26	19	0.0711448114617114
1700019N19Rik	1	1	26	6	0.053769061677319
1700020D05Rik	1	1	22	9	0.0514895708391951
1700020L24Rik	0.833688911721254	0.250469484979357	26	23	0.0461151947174465
1700020N01Rik	1	1	26	9	0.0572048203301754
1700021F05Rik	1	1	26	11	0.126907517871542
1700021F07Rik	1	1	24	20	0.0481758329924666
1700025F22Rik	1	1	22	10	0.0675575066864796
1700025G04Rik	1	1	24	18	0.0480050176295691
1700028P14Rik	1	1	26	10	0.0514261541150551
1700029H14Rik	1	1	24	18	0.0753764584433712
1700029I15Rik	1	1	24	10	0.0360996291263334
1700029M20Rik	1	1	26	17	0.0603547554212975
1700030J22Rik	1	1	26	22	0.056364475817119
1700030K09Rik	1	1	24	10	0.0894629513081288
1700034E13Rik	1	1	26	24	0.0657689273583505
1700034J05Rik	1	1	26	19	0.0560505652829664
1700037H04Rik	1	1	24	18	0.0356910844029272
1700052K11Rik	1	1	26	2	0.153788773569931
1700065D16Rik	1	1	22	2	0.0890311247386718
1700067K01Rik	1	1	26	2	0.0638459692645553
1700067P10Rik	1	1	22	13	0.0689106838750425
1700073E17Rik	0.23607818205374	0.0423795928305984	24	0	0.0513809477496351
1700074P13Rik	1	0.399929952143191	26	25	0.0417670074967481
1700088E04Rik	1	1	24	18	0.0429148045762231
1700093K21Rik	1	0.939954532354526	22	14	0.0333278768868187
1700102P08Rik	1	1	26	18	0.0242763527986959
1700120K04Rik	1	1	24	2	0.0621190776534438
1700123O20Rik	0.177200361591815	0.0284363340602345	22	3	0.0798054100726725
1700125H20Rik	1	1	26	17	0.115086612839218
1700129C05Rik	0.400720706112086	0.089965971398649	22	1	0.0501441113412979
1810030O07Rik	1	0.821102067263864	22	12	0.0250566188979508
1810032O08Rik	1	1	26	9	0.067403403517129
1810065E05Rik	1	1	22	2	0.0546679455669112
2010003K11Rik	0.309164419666422	0.0622028817622292	24	14	0.0629603543948334
2010106E10Rik	1	0.821102067263864	22	4	0.0351562939471821
2010204K13Rik	1	1	26	3	0.0557491338798379
2010300C02Rik	1	1	22	1	0.0848731600648688
2200002J24Rik	1	1	24	2	0.118972699598101
2210010C04Rik	1	1	22	10	0.0325652186499538
2210016L21Rik	1	1	22	19	0.0677350068440137
2210407C18Rik	1	1	24	2	0.0631445590594717
2210408I21Rik	1	1	24	18	0.0477922139668155
2300002M23Rik	1	0.821102067263864	24	23	0.0477602625995575
2310002L09Rik	1	1	26	23	0.0310687400824816
2310011J03Rik	1	1	22	17	0.0519345649908804
2310022A10Rik	1	1	24	2	0.0759424393405061
2310022B05Rik	0.0407193470154896	0.00384156724252443	22	15	0.11086726490403
2310030G06Rik	1	1	22	14	0.0950267677931135
2310033P09Rik	1	1	26	19	0.0367705561202687
2310034C09Rik	1	1	22	6	0.058765017349243
2310039H08Rik	1	1	26	10	0.105408090961634
2310057M21Rik	1	0.821102067263864	26	25	0.0496236344195132
2310057N15Rik	1	1	24	2	0.0702274440826911
2310067E19Rik	1	1	26	5	0.461484357559737
2410004B18Rik	0.457194072607802	0.107618965334864	22	2	0.111362332474366
2410137M14Rik	1	1	22	8	0.0820986157099478
2510009E07Rik	1	0.538016926326593	22	5	0.0604929654824307
2510039O18Rik	0.23607818205374	0.0423795928305984	26	15	0.110293500967133
2610001J05Rik	1	0.464562129644362	22	5	0.043405833689773
2610008E11Rik	0.664750746683113	0.180445629325778	22	6	0.105839937265827
2610028H24Rik	1	1	26	25	0.0579913007188774
2610507B11Rik	0.0131520557350572	0.000817659666462992	26	6	0.259995642530408
2610528J11Rik	0.0574038908788868	0.00618291830573027	24	8	0.264631288940183
2700097O09Rik	1	1	26	4	0.171218351272937
2810004N23Rik	1	0.821102067263864	24	10	0.0195178471442476
2810006K23Rik	0.932614139445647	0.293670538780989	26	16	0.0121024995587084
