annot	BH.Q	ADJ.P	PER	LAG	AMP
0610009B22Rik	1	1	26	23	0.153571789404614
0610010F05Rik	0.0121047229495084	0.000467519995796213	24	19	0.15112774859908
0610012G03Rik	1	1	26	21	0.0968249054660422
0610040J01Rik	0.010020787224367	0.000350431632807364	22	17	0.115996668626278
1110004F10Rik	1	1	26	5	0.0964795751339242
1110006O24Rik	1	1	22	4	0.0865661662543673
1110008L16Rik	0.259069168904579	0.0423795928305984	24	9	0.0920449623522763
1110008P14Rik	0.0309193557454535	0.00181412135435323	22	2	0.101770477316
1110012L19Rik	1	1	22	15	0.152953390667897
1110017D15Rik	1	1	26	23	0.0970598659884281
1110038F14Rik	0.913452379268495	0.293670538780989	26	6	0.175742186205972
1110051M20Rik	1	1	26	9	0.100285180893167
1110059G10Rik	0.376409025084659	0.0749424869650993	26	16	0.112677185222893
1300017J02Rik	0.740171476732759	0.212940224344473	26	4	0.0336010112829359
1500002F19Rik	1	1	24	2	0.0386116860697693
1500015O10Rik	1	1	24	18	0.0285675225780494
1600002K03Rik	0.740171476732759	0.212940224344473	22	2	0.129803748464103
1600012H06Rik	1	1	26	5	0.058913764759696
1600014C10Rik	1	0.399929952143191	26	13	0.0994605315089757
1600015I10Rik	1	1	26	0	0.0725674603208094
1700001C02Rik	0.480513825790782	0.107618965334864	22	2	0.0568621638048857
1700001C19Rik	0.176943150437131	0.0231560666254374	24	10	0.130669672604039
1700001G17Rik	0.480513825790782	0.107618965334864	26	23	0.0856860305698087
1700001K19Rik	1	1	24	18	0.0753403779326265
1700001O22Rik	1	0.343238762701059	26	21	0.0335654897934057
1700001P01Rik	1	0.821102067263864	24	23	0.032651222747589
1700007K13Rik	1	1	22	5	0.0771596976321756
1700009J07Rik	1	1	24	20	0.0675296367708429
1700010I14Rik	0.0992253854409642	0.00976986037874586	24	4	0.0627882122329514
1700012A03Rik	1	1	26	9	0.0319378854911689
1700012B09Rik	1	1	26	19	0.0885703243825526
1700013G24Rik	1	1	26	19	0.0765816671165098
1700016H13Rik	1	1	26	13	0.0987880593076526
1700016K19Rik	1	0.939954532354526	24	20	0.0853942067878358
1700018B08Rik	0.334207383096604	0.0622028817622292	26	23	0.0671688132870285
1700018B24Rik	1	1	26	22	0.11893075423824
1700019D03Rik	1	1	26	17	0.0679669982962178
1700019M22Rik	1	0.464562129644362	26	18	0.070179057815496
1700019N19Rik	1	1	24	0	0.0895017452823189
1700020D05Rik	1	1	24	18	0.0455388175657693
1700020L24Rik	0.740171476732759	0.212940224344473	22	3	0.114494228562005
1700020N01Rik	1	1	26	16	0.0952570497037774
1700021F05Rik	0.334207383096604	0.0622028817622292	26	11	0.143736312029599
1700021F07Rik	0.740171476732759	0.212940224344473	26	22	0.0506219787507972
1700025F22Rik	1	0.464562129644362	26	20	0.0578056618807641
1700025G04Rik	1	1	22	0	0.0300878058250189
1700028P14Rik	1	1	26	19	0.0791226348481657
1700029H14Rik	0.259069168904579	0.0423795928305984	26	22	0.0563766468122488
1700029I15Rik	1	1	26	14	0.0578916649761346
1700029M20Rik	1	0.464562129644362	26	19	0.0560876220723261
1700030J22Rik	1	1	26	0	0.0512239468631106
1700030K09Rik	1	1	26	0	0.091857966442425
1700034E13Rik	0.176943150437131	0.0231560666254374	22	2	0.0744625149993918
1700034J05Rik	0.821157027443151	0.250469484979357	26	18	0.0769491227810262
1700037H04Rik	1	1	26	19	0.040816308687987
1700052K11Rik	1	1	26	23	0.0849890939276886
1700065D16Rik	1	1	26	9	0.0792819719304604
1700067K01Rik	1	0.343238762701059	26	22	0.0239325729616224
1700067P10Rik	1	1	22	2	0.058320873856208
1700073E17Rik	0.292756924351236	0.0514394937797749	26	21	0.0568253887835358
1700074P13Rik	1	1	26	4	0.0500466884381482
1700088E04Rik	1	1	22	3	0.0583711129858342
1700093K21Rik	1	1	26	4	0.0547439928531497
1700102P08Rik	0.230355219706672	0.0347824208804836	26	21	0.108175035283922
1700120K04Rik	1	1	22	2	0.0676837609527802
1700123O20Rik	0.426088376870745	0.089965971398649	22	0	0.114411908241595
1700125H20Rik	1	1	26	19	0.108176346703661
1700129C05Rik	1	1	24	20	0.0488995601944567
1810030O07Rik	0.821157027443151	0.250469484979357	26	6	0.0625472229194235
1810032O08Rik	1	1	22	21	0.0455408222794918
1810065E05Rik	1	1	22	3	0.125339913207766
2010003K11Rik	0.20351431962575	0.0284363340602345	24	13	0.103291398868243
2010106E10Rik	1	1	22	2	0.0618750376644631
2010204K13Rik	1	1	24	2	0.0561744008164105
2010300C02Rik	1	1	26	12	0.0692628363100715
2200002J24Rik	0.668771416521922	0.180445629325778	22	2	0.0991370007541524
2210010C04Rik	1	0.821102067263864	24	22	0.0585084052324028
2210016L21Rik	1	1	24	12	0.0520724518837853
2210407C18Rik	1	0.538016926326593	22	1	0.0591254730131635
2210408I21Rik	1	1	22	21	0.0574375594193463
2300002M23Rik	1	1	26	5	0.122545873842412
2310002L09Rik	1	1	24	20	0.0453106245315566
2310011J03Rik	0.292756924351236	0.0514394937797749	24	16	0.069201801410324
2310022A10Rik	1	1	26	21	0.0477540777278822
2310022B05Rik	0.0857460146604234	0.00778964028116529	22	14	0.161295157059724
2310030G06Rik	1	1	26	6	0.0945305182120867
2310033P09Rik	1	0.821102067263864	22	8	0.0421900252616119
2310034C09Rik	1	1	26	18	0.0958363104482334
2310039H08Rik	1	1	26	13	0.0900117614430408
2310057M21Rik	1	1	24	16	0.0505480948510297
2310057N15Rik	1	1	26	19	0.0760385680895843
2310067E19Rik	1	1	26	9	0.312941164389171
2410004B18Rik	0.230355219706672	0.0347824208804836	24	23	0.163591640228691
2410137M14Rik	1	1	26	0	0.102928579671777
2510009E07Rik	0.740171476732759	0.212940224344473	26	3	0.0938221821438242
2510039O18Rik	1	0.399929952143191	26	13	0.173730340568599
2610001J05Rik	1	1	26	4	0.0856703285033586
2610008E11Rik	1	1	22	12	0.105522830772882
2610028H24Rik	1	0.821102067263864	22	1	0.0520105769947518
2610507B11Rik	0.740171476732759	0.212940224344473	26	8	0.235916261151441
2610528J11Rik	0.0146941619664133	0.000620059834299223	26	7	0.203002731805129
2700097O09Rik	1	1	26	21	0.059952914187464
2810004N23Rik	0.913452379268495	0.293670538780989	26	8	0.0128885131915184
2810006K23Rik	1	0.621240468019619	26	19	0.0729805041939636
2810025M15Rik	0.53615197268375	0.128288150753285	26	24	0.131678216353129
2810032G03Rik	1	0.715243697753171	26	15	0.0264344842989827
2810408A11Rik	1	1	22	6	0.043049896644711
2900005J15Rik	1	1	22	1	0.103734696360334
2900026A02Rik	1	1	24	12	0.215006665430607
3110009E18Rik	1	0.399929952143191	22	1	0.12423112966661
3110040N11Rik	1	1	26	6	0.117956288228993
3110070M22Rik	1	1	22	10	0.0675730956214368
3110082I17Rik	0.155710533565035	0.0187801327395815	24	15	0.243477545144499
3300002I08Rik	1	0.621240468019619	24	23	0.118173694234621
3830406C13Rik	1	1	26	6	0.204554951690486
3830417A13Rik	1	0.821102067263864	24	4	0.108875373020264
4430402I18Rik	1	1	26	7	0.116116411891083
4632404H12Rik	1	1	22	13	0.0573327651147497
4632415L05Rik	1	1	26	13	0.0318792687574551
4833420G17Rik	0.115685765329119	0.0121996878731438	22	14	0.238934209646888
4833427G06Rik	1	1	26	16	0.0609528820425417
4921504E06Rik	1	0.715243697753171	22	2	0.0654224061471641
4921507P07Rik	1	1	24	18	0.0454862454725873
4921517D22Rik	1	1	24	20	0.0423978510076271
4921524J17Rik	0.230355219706672	0.0347824208804836	24	20	0.167413459591907
4921524L21Rik	0.821157027443151	0.250469484979357	26	17	0.0833617518957781
4921530L21Rik	1	1	26	11	0.0516657371244219
4921536K21Rik	1	0.939954532354526	24	22	0.0540302417027744
4922502D21Rik	1	1	26	10	0.0430040202290153
4930415O20Rik	1	1	22	3	0.0532070596296747
4930429B21Rik	1	1	24	2	0.0766046279334024
4930430A15Rik	1	1	22	18	0.0675201725346476
4930430F08Rik	0.20351431962575	0.0284363340602345	22	2	0.118896979468156
4930432K21Rik	1	1	24	2	0.1158633593769
4930433N12Rik	1	1	26	19	0.0937328094103787
4930447C04Rik	1	1	26	25	0.0730565672924182
4930451I11Rik	1	1	26	1	0.112943479098286
4930452B06Rik	1	1	26	1	0.0590363228100083
4930465K10Rik	1	1	24	4	0.0735657975447402
4930470P17Rik	1	1	26	0	0.0560690304418683
4930471G03Rik	1	1	26	0	0.0614585319034935
4930474N05Rik	1	1	24	2	0.0838477506463141
4930483J18Rik	1	1	26	23	0.101548008247649
4930486L24Rik	1	0.621240468019619	24	20	0.0716673935433012
4930503B20Rik	1	0.821102067263864	24	21	0.0423348122399811
4930503L19Rik	1	1	24	0	0.038757338254588
4930505A04Rik	1	1	26	19	0.104525621758301
4930515G01Rik	0.292756924351236	0.0514394937797749	24	21	0.0895253160392678
4930519G04Rik	1	0.399929952143191	24	23	0.0519347091896425
4930522H14Rik	0.740171476732759	0.212940224344473	24	20	0.0882360195377019
4930524B15Rik	1	0.715243697753171	26	18	0.0818554511170357
4930539E08Rik	1	1	26	11	0.0706906009628095
4930544G11Rik	1	1	22	21	0.0465886835935592
4930544M13Rik	1	1	26	12	0.0677959596404406
4930548H24Rik	1	1	26	20	0.0454719999226146
4930550C14Rik	1	0.621240468019619	22	21	0.0415582407594852
4930556L07Rik	0.259069168904579	0.0423795928305984	26	21	0.067698973307781
4930578I06Rik	1	1	22	12	0.0814335752328951
4930579K19Rik	1	1	24	22	0.041103474308037
4930591A17Rik	0.599920240636452	0.152404357059416	26	22	0.0542628732835223
4931406B18Rik	1	1	26	21	0.0752689834122151
4931406C07Rik	0.115685765329119	0.0121996878731438	22	2	0.100635224706728
4931406H21Rik	1	1	24	0	0.0623650257756141
4931414P19Rik	0.259069168904579	0.0423795928305984	26	23	0.119449032117862
4931417E11Rik	1	0.464562129644362	24	22	0.0460220563397372
4931428F04Rik	1	1	24	2	0.0903564974979995
4931428L18Rik	0.599920240636452	0.152404357059416	26	21	0.0298460056712245
4931429L15Rik	1	0.399929952143191	22	2	0.0694402633235765
4931431C16Rik	1	1	26	16	0.0882708094640774
4932414N04Rik	1	1	26	23	0.0795405853558165
4932435O22Rik	1	1	24	18	0.0443118189751969
4932438A13Rik	0.292756924351236	0.0514394937797749	24	3	0.218256034241349
4932438H23Rik	1	1	24	18	0.068160087579587
4933400A11Rik	1	1	26	1	0.0462350617492593
4933402J07Rik	1	1	26	17	0.0825131057615572
4933404G15Rik	1	1	24	0	0.0514922293843613
4933411K16Rik	1	1	26	18	0.106656183313714
4933414I15Rik	0.426088376870745	0.089965971398649	26	18	0.112207620566091
4933415F23Rik	0.53615197268375	0.128288150753285	24	16	0.100494878153736
4933425L06Rik	1	1	26	10	0.108585889714617
4933427D06Rik	1	1	26	1	0.0900641373572032
4933427D14Rik	1	1	26	9	0.137292277438517
4933427E11Rik	0.668771416521922	0.180445629325778	22	7	0.0460270310738173
4933430I17Rik	1	0.821102067263864	22	5	0.0480690925017558
4933431E20Rik	1	1	26	25	0.0881319991708569
4933434E20Rik	1	1	22	15	0.127883916668575
4933436I01Rik	1	1	26	18	0.068220223115607
4933440M02Rik	1	1	26	18	0.0542999371039627
5330439B14Rik	1	1	22	3	0.0470844699019183
5430419D17Rik	0.133506625495649	0.0151683778733789	22	1	0.101990263570056
5730455P16Rik	1	1	26	5	0.0603511753479552
6030458C11Rik	1	1	26	10	0.0950182893360043
6030498E09Rik	1	1	24	22	0.0627740208598102
6330403K07Rik	1	1	26	1	0.0908538059881532
6330549D23Rik	1	1	22	6	0.0273433488538263
6430548M08Rik	1	0.538016926326593	24	23	0.0486093977597268
6820408C15Rik	1	1	24	2	0.101681580525345
8030451A03Rik	1	1	24	18	0.0518181713097335
8030462N17Rik	0.133506625495649	0.0151683778733789	26	13	0.325600947707794
9030612E09Rik	1	1	26	25	0.0570244476230844
9130008F23Rik	1	1	26	19	0.042323258294605
9130401M01Rik	0.20351431962575	0.0284363340602345	26	17	0.106242002078935
9330133O14Rik	0.426088376870745	0.089965971398649	24	23	0.129996423288379
9330175E14Rik	0.821157027443151	0.250469484979357	26	19	0.0412301666453948
9330182L06Rik	1	1	26	15	0.0324610527841965
9530002B09Rik	1	0.464562129644362	22	4	0.119942317303255
9530003J23Rik	1	0.821102067263864	22	0	0.0247404314164186
9530068E07Rik	0.376409025084659	0.0749424869650993	26	8	0.117792273563329
9530077C05Rik	1	1	22	3	0.0304677948525166
9630013D21Rik	0.740171476732759	0.212940224344473	26	16	0.077275981687545
9930012K11Rik	1	0.715243697753171	22	3	0.0858969451122986
9930021J03Rik	0.821157027443151	0.250469484979357	22	2	0.138808642623414
9930104L06Rik	1	1	26	0	0.0889372855086988
a	1	1	26	19	0.105139168725758
A130010J15Rik	0.668771416521922	0.180445629325778	24	18	0.0931237559517178
A1cf	0.133506625495649	0.0151683778733789	26	1	0.199659049671374
A230050P20Rik	0.0613880203037365	0.00488508958587397	26	5	0.290411133696361
A2m	1	1	24	2	0.0482666083448291
A2ml1	0.0992253854409642	0.00976986037874586	26	12	0.185692801549706
A330008L17Rik	1	1	26	12	0.0378066524280258
A430005L14Rik	0.334207383096604	0.0622028817622292	22	20	0.0833359125393311
A430033K04Rik	1	0.538016926326593	26	12	0.0701512850281426
A430093F15Rik	1	1	26	0	0.0718267806643352
A4galt	1	1	24	2	0.0661898889402781
A530016L24Rik	1	1	24	2	0.0697288082422852
A530021J07Rik	1	1	26	11	0.0378520818797999
A530053G22Rik	1	1	24	18	0.0625104984650652
A630001G21Rik	1	1	24	20	0.065712904738998
A630023P12Rik	1	1	26	16	0.0845128167764869
A630038E17Rik	1	1	24	18	0.0324249098341239
A630052C17Rik	1	1	24	18	0.0699435807647403
A730020M07Rik	0.821157027443151	0.250469484979357	24	23	0.066789499552107
A730089K16Rik	1	1	22	5	0.0336627980117479
A830005F24Rik	1	1	22	12	0.0585687860278837
A930012O16Rik	1	1	24	0	0.0615602510542339
A930018P22Rik	1	1	26	19	0.0597623858850484
