annot	BH.Q	ADJ.P	PER	LAG	AMP
sin_1	0.0108936824886646	0.00113591398313621	24	0	6.84933723939897
sin_2	0.0318189488584716	0.00646503188169855	24	21	13.8806088725237
sin_3	0.0156027533020975	0.0021148822884934	24	21	153.044800268796
sin_4	0.0220958781457213	0.00377036029813808	24	9	26.3344877286447
sin_5	0.0220958781457213	0.00377036029813808	24	6	22.1802731148931
sin_6	0.0108936824886646	0.00113591398313621	24	18	230.419644697706
sin_7	0.0318189488584716	0.00646503188169855	24	3	25.2990522883568
sin_8	0.0856820071504463	0.0267094184108073	24	12	6.03118272276981
sin_9	0.0453653242536779	0.0107020924034813	24	9	5.83775873202997
sin_10	0.0156027533020975	0.0021148822884934	24	6	13.536622420709
sin_11	0.157106282945521	0.0598003642448087	24	18	124.274495705537
sin_12	0.0453653242536779	0.0107020924034813	24	9	31.5536370460005
sin_13	0.0156027533020975	0.0021148822884934	24	18	35.1578514232282
sin_14	0.117737499400934	0.0404695895668118	24	18	20.5554467075618
sin_15	0.0318189488584716	0.00646503188169855	24	9	8.36908543193325
sin_16	0.0318189488584716	0.00646503188169855	24	3	182.105226806644
sin_17	0.0156027533020975	0.0021148822884934	24	9	32.5686181980531
sin_18	0.0156027533020975	0.0021148822884934	24	9	3.11480180829042
sin_19	0.0453653242536779	0.0107020924034813	24	18	33.337689085248
sin_20	0.0318189488584716	0.00646503188169855	24	9	8.04010995300998
sin_21	0.00256491989296222	5.38633177522066e-05	24	9	5.89111876026285
sin_22	0.0453653242536779	0.0107020924034813	24	3	12.7468570967432
sin_23	0.0156027533020975	0.0021148822884934	24	9	6.07649595492583
sin_24	0.0318189488584716	0.00646503188169855	24	3	6.37461205367456
sin_25	0.0318189488584716	0.00646503188169855	24	18	7.59277398883475
sin_26	0.0108936824886646	0.00113591398313621	24	9	4.27437462492857
sin_27	0.00518159978656908	0.000281219552052885	24	3	37.6263293704433
sin_28	0.0318189488584716	0.00646503188169855	24	15	20.859230699839
sin_29	0.209807921716278	0.0863264230625342	24	0	8.23932884006529
sin_30	0.0108936824886646	0.00113591398313621	24	6	110.8813757983
sin_31	0.0220958781457213	0.00377036029813808	24	15	35.6268898388334
sin_32	0.00256491989296222	5.38633177522066e-05	24	15	20.1003430767688
sin_33	0.157106282945521	0.0598003642448087	24	15	67.3413762999177
sin_34	0.0220958781457213	0.00377036029813808	24	6	68.833170862765
sin_35	0.0856820071504463	0.0267094184108073	24	18	54.6073148243803
sin_36	0.117737499400934	0.0404695895668118	24	6	46.6523287042866
sin_37	0.00256491989296222	5.38633177522066e-05	24	18	34.685083802569
sin_38	0.0856820071504463	0.0267094184108073	24	3	15.4076088707831
sin_39	0.007338299371722	0.000581059886615442	24	6	15.3943385542493
sin_40	0.00518159978656908	0.000281219552052885	24	9	12.0109670788653
sin_41	0.007338299371722	0.000581059886615442	24	3	9.70772297489249
sin_42	0.0318189488584716	0.00646503188169855	24	0	17.6652470675361
sin_43	0.00518159978656908	0.000281219552052885	24	0	5.89126362745371
sin_44	0.0220958781457213	0.00377036029813808	24	9	523.124629700849
sin_45	0.0156027533020975	0.0021148822884934	24	0	69.4354517771203
sin_46	0.0856820071504463	0.0267094184108073	24	0	8.67281114758929
sin_47	0.0220958781457213	0.00377036029813808	24	15	8.87854143599543
sin_48	0.0108936824886646	0.00113591398313621	24	3	11.3602440125238
sin_49	0.007338299371722	0.000581059886615442	24	12	59.9145087209499
sin_50	0.0856820071504463	0.0267094184108073	24	6	20.2171814810197
