annot	BH.Q	ADJ.P	PER	LAG	AMP
sin_1	0.484344422700587	0.0321428571428571	24	0	14.926042442677
sin_2	1	1	24	0	6.02557804206744
sin_3	0.484344422700587	0.0321428571428571	24	4	104.481348220006
sin_4	0.573955072224968	0.0904761904761905	24	12	20.054337117584
sin_5	1	1	24	8	5.54703615940195
sin_6	0.723126445119463	0.207142857142857	24	20	147.799324994526
sin_7	0.723126445119463	0.207142857142857	24	4	17.5278243958613
sin_8	0.484344422700587	0.0321428571428571	24	12	6.24074013599758
sin_9	1	0.716666666666667	24	8	10.0746293696086
sin_10	0.573955072224968	0.0904761904761905	24	8	10.2952504018653
sin_11	0.723126445119463	0.207142857142857	24	20	121.48824396978
sin_12	1	1	24	8	37.4001741960596
sin_13	1	1	24	16	25.6313935032941
sin_14	1	1	24	16	14.7769125628139
sin_15	1	1	24	8	10.0957621806233
sin_16	0.932848736587054	0.408333333333333	24	4	183.944688497174
sin_17	0.932848736587054	0.408333333333333	24	4	15.8698252442432
sin_18	0.573955072224968	0.0904761904761905	24	8	4.4747982548784
sin_19	1	0.716666666666667	24	16	39.6396472907801
sin_20	0.484344422700587	0.00833333333333333	24	8	4.96089150591799
sin_21	0.573955072224968	0.0904761904761905	24	8	9.47709992651481
sin_22	1	1	24	20	9.3172030865262
sin_23	1	0.716666666666667	24	12	3.35671763534957
sin_24	0.573955072224968	0.0904761904761905	24	0	7.87930107780735
sin_25	0.573955072224968	0.0904761904761905	24	20	8.24640529240173
sin_26	0.723126445119463	0.207142857142857	24	8	5.56848514942527
sin_27	1	0.716666666666667	24	0	30.7813027373892
sin_28	1	0.716666666666667	24	20	11.866994463685
sin_29	1	1	24	20	8.9355604061351
sin_30	0.932848736587054	0.408333333333333	24	4	146.692458575177
sin_31	0.573955072224968	0.0904761904761905	24	16	38.9153183269288
sin_32	1	1	24	12	10.875423524925
sin_33	0.484344422700587	0.0321428571428571	24	16	84.7147179349079
sin_34	1	1	24	8	1.02280663327736
sin_35	1	0.716666666666667	24	16	32.0578205879665
sin_36	0.932848736587054	0.408333333333333	24	8	12.6446114428298
sin_37	0.723126445119463	0.207142857142857	24	20	18.3535205389877
sin_38	0.723126445119463	0.207142857142857	24	0	13.5949745089612
sin_39	0.723126445119463	0.207142857142857	24	0	19.1214719340513
sin_40	1	0.716666666666667	24	4	13.1405618294565
sin_41	0.573955072224968	0.0904761904761905	24	20	10.4968244476347
sin_42	0.932848736587054	0.408333333333333	24	0	18.5944011427622
sin_43	0.573955072224968	0.0904761904761905	24	0	5.33501298575019
sin_44	0.484344422700587	0.00833333333333333	24	8	470.406538519973
sin_45	0.932848736587054	0.408333333333333	24	0	110.477101682933
sin_46	1	1	24	0	7.50749275308696
sin_47	0.573955072224968	0.0904761904761905	24	12	13.9291068318396
sin_48	0.932848736587054	0.408333333333333	24	4	6.11191190965667
sin_49	1	1	24	12	71.3356900777183
sin_50	1	1	24	0	6.73803226909895
sin_51	0.932848736587054	0.408333333333333	24	8	20.4422995872354
sin_52	1	0.716666666666667	24	20	16.9053539212645
sin_53	0.484344422700587	0.00833333333333333	24	4	23.3219860964466
sin_54	0.484344422700587	0.0321428571428571	24	0	147.071830942838
sin_55	0.573955072224968	0.0904761904761905	24	0	15.1321130765285
sin_56	0.573955072224968	0.0904761904761905	24	0	117.914484594868
sin_57	0.573955072224968	0.0904761904761905	24	0	6.62609158513065
sin_58	0.932848736587054	0.408333333333333	24	20	15.1187511555832
sin_59	1	0.716666666666667	24	8	16.4625520290838
sin_60	0.484344422700587	0.0321428571428571	24	0	27.8471386359961
sin_61	0.484344422700587	0.0321428571428571	24	20	53.2911720361058
sin_62	0.932848736587054	0.408333333333333	24	16	17.6968002814411
sin_63	0.573955072224968	0.0904761904761905	24	20	16.1329040974193
sin_64	1	0.716666666666667	24	16	8.91464392458501
sin_65	0.484344422700587	0.00833333333333333	24	8	8.30578147804649
sin_66	0.932848736587054	0.408333333333333	24	8	32.9384837760211
sin_67	0.723126445119463	0.207142857142857	24	16	42.0279298932343
sin_68	1	0.716666666666667	24	12	19.2324347100809
sin_69	0.723126445119463	0.207142857142857	24	16	26.6431842291416
sin_70	0.484344422700587	0.0321428571428571	24	4	732.147875967436
sin_71	1	1	24	20	5.06953255051148
sin_72	0.573955072224968	0.0904761904761905	24	0	5.85647283530466
sin_73	1	1	24	0	29.9391147637834
sin_74	0.573955072224968	0.0904761904761905	24	0	5.34108127056681
sin_75	0.932848736587054	0.408333333333333	24	0	6.4355267708479
sin_76	0.932848736587054	0.408333333333333	24	8	181.926167964697
sin_77	0.573955072224968	0.0904761904761905	24	12	21.4426039416317
sin_78	0.484344422700587	0.00833333333333333	24	0	5.36996408429577
sin_79	1	0.716666666666667	24	4	35.9869961155529
sin_80	0.932848736587054	0.408333333333333	24	12	20.1722646798897
sin_81	0.573955072224968	0.0904761904761905	24	0	14.2723867437561
sin_82	0.932848736587054	0.408333333333333	24	4	17.4041270450559
sin_83	0.573955072224968	0.0904761904761905	24	4	12.8079471169484
sin_84	0.932848736587054	0.408333333333333	24	20	29.3100332289861
sin_85	0.723126445119463	0.207142857142857	24	4	5.43591512511381
sin_86	0.573955072224968	0.0904761904761905	24	0	17.9199256899208
sin_87	0.484344422700587	0.0321428571428571	24	20	61.1763532664174
sin_88	0.573955072224968	0.0904761904761905	24	8	21.9271122148032
sin_89	1	0.716666666666667	24	0	4.80024649815786
sin_90	0.573955072224968	0.0904761904761905	24	12	107.638134182234
sin_91	0.932848736587054	0.408333333333333	24	20	95.0093740827444
sin_92	0.573955072224968	0.0904761904761905	24	16	13.0299746540856
sin_93	0.484344422700587	0.0321428571428571	24	16	29.3737854898869
sin_94	0.573955072224968	0.0904761904761905	24	12	4.86488039168521
sin_95	0.932848736587054	0.408333333333333	24	12	238.187651897577
sin_96	0.573955072224968	0.0904761904761905	24	8	9.82195437626356
sin_97	0.723126445119463	0.207142857142857	24	0	126.537923451233
sin_98	0.723126445119463	0.207142857142857	24	0	88.4452636777362
sin_99	0.932848736587054	0.408333333333333	24	12	11.4555895277229
sin_100	1	1	24	12	3.02116267749108
sin_101	1	1	24	16	6.75873052327089
sin_102	1	0.716666666666667	24	20	7.62507721564533
sin_103	0.723126445119463	0.207142857142857	24	4	7.42064271228167
sin_104	1	0.716666666666667	24	4	21.8347015762163
sin_105	0.484344422700587	0.0321428571428571	24	4	9.99775589386439
sin_106	1	0.716666666666667	24	8	6.9514544801226
sin_107	1	1	24	20	5.57832684546185
sin_108	1	1	24	12	0.814513084402644
sin_109	0.484344422700587	0.00833333333333333	24	20	15.9525813638048
sin_110	0.484344422700587	0.0321428571428571	24	16	67.4276536243085
sin_111	1	0.716666666666667	24	4	11.2439195024097
sin_112	1	1	24	12	28.6045029495343
sin_113	1	0.716666666666667	24	4	1.88528372041117
sin_114	0.723126445119463	0.207142857142857	24	8	19.5697547770468
sin_115	1	0.716666666666667	24	8	28.6224694615627
sin_116	0.573955072224968	0.0904761904761905	24	8	36.4442248598533
sin_117	0.723126445119463	0.207142857142857	24	8	44.7707385909979
sin_118	0.932848736587054	0.408333333333333	24	8	17.299977972633
sin_119	1	0.716666666666667	24	4	6.26249823113788
sin_120	0.932848736587054	0.408333333333333	24	16	6.51471087925837
sin_121	0.932848736587054	0.408333333333333	24	4	3.95644995730423
sin_122	0.932848736587054	0.408333333333333	24	0	11.6817445859231
sin_123	0.723126445119463	0.207142857142857	24	8	12.3004149379839
sin_124	0.573955072224968	0.0904761904761905	24	8	12.4076153941169
sin_125	0.932848736587054	0.408333333333333	24	20	197.654913351637
sin_126	0.723126445119463	0.207142857142857	24	12	4.8445576495965
sin_127	0.484344422700587	0.00833333333333333	24	20	26.2915249953008
sin_128	0.573955072224968	0.0904761904761905	24	12	14.8403050867879
sin_129	1	0.716666666666667	24	0	6.493363600202
sin_130	0.573955072224968	0.0904761904761905	24	4	8.29105722886211
sin_131	0.932848736587054	0.408333333333333	24	8	59.7931923103892
sin_132	0.723126445119463	0.207142857142857	24	16	9.91339374815801
sin_133	0.484344422700587	0.00833333333333333	24	20	25.017616755221
sin_134	0.932848736587054	0.408333333333333	24	20	6.00124915367546
sin_135	0.932848736587054	0.408333333333333	24	0	3.52417092604716
sin_136	0.484344422700587	0.0321428571428571	24	12	100.605855679993
sin_137	0.723126445119463	0.207142857142857	24	4	3.52626849567008
sin_138	1	0.716666666666667	24	16	29.6203515400313
sin_139	0.723126445119463	0.207142857142857	24	8	224.972745667295
sin_140	0.484344422700587	0.0321428571428571	24	8	8.13860362685032
sin_141	1	1	24	4	49.4784793867215
sin_142	0.573955072224968	0.0904761904761905	24	0	17.0580436275518
sin_143	1	0.716666666666667	24	16	6.11234463855627
sin_144	0.573955072224968	0.0904761904761905	24	12	5.75372518012513
sin_145	1	1	24	20	1.59274003863897
