annot	BH.Q	ADJ.P	PER	LAG	AMP
sin_1	3.19137198692483e-10	1.42857415123799e-10	24	0	6.81287000869389
sin_2	7.45988919998263e-14	1.63846293701437e-14	24	20	16.3625292671514
sin_3	1.7917762628383e-19	2.00353163935556e-21	24	22	157.996504913311
sin_4	1.60893381554668e-14	3.33195566528668e-15	24	8	22.7012142421982
sin_5	3.19137198692483e-10	1.42857415123799e-10	24	8	14.0227620920305
sin_6	4.09213064056573e-18	2.55944170973566e-19	24	18	148.784132185038
sin_7	1.7917762628383e-19	2.00353163935556e-21	24	2	29.7221789776073
sin_8	2.74998348598138e-13	7.21245668823298e-14	24	12	6.49624054903025
sin_9	1.57944204811667e-16	1.65410658130037e-17	24	8	8.57395753500509
sin_10	1.09603642992894e-12	3.02007856283147e-13	24	4	13.1714280202551
sin_11	1.57944204811667e-16	1.65410658130037e-17	24	16	109.503958658357
sin_12	3.54814313532517e-12	1.15379163591437e-12	24	8	32.0380982290714
sin_13	5.11775914319459e-19	2.41465181392545e-20	24	16	33.7232373236248
sin_14	2.32894631785106e-17	2.15745117990021e-18	24	18	19.4090157886465
sin_15	1.22983761797491e-11	4.22393320064474e-12	24	6	6.84266394766092
sin_16	5.11775914319459e-19	2.41465181392545e-20	24	2	241.132139551699
sin_17	4.09213064056573e-18	2.55944170973566e-19	24	8	31.1722919304345
sin_18	3.19137198692483e-10	1.42857415123799e-10	24	8	2.3203642087025
sin_19	2.74998348598138e-13	7.21245668823298e-14	28	12	57.8794944867269
sin_20	2.32894631785106e-17	2.15745117990021e-18	24	8	10.4750412647008
sin_21	1.60893381554668e-14	3.33195566528668e-15	24	6	4.37700628850252
sin_22	1.7917762628383e-19	2.00353163935556e-21	24	2	13.5308993391333
sin_23	1.60893381554668e-14	3.33195566528668e-15	24	6	4.52816030339582
sin_24	4.09213064056573e-18	2.55944170973566e-19	24	2	8.25570699910922
sin_25	1.57944204811667e-16	1.65410658130037e-17	24	18	9.07234182600866
sin_26	1.57944204811667e-16	1.65410658130037e-17	24	8	3.92648825429605
sin_27	4.09213064056573e-18	2.55944170973566e-19	24	0	60.7450410110253
sin_28	1.22983761797491e-11	4.22393320064474e-12	28	12	28.8429651964676
sin_29	7.45988919998263e-14	1.63846293701437e-14	24	22	4.13812715889246
sin_30	4.09213064056573e-18	2.55944170973566e-19	24	6	93.8324572002674
sin_31	2.74998348598138e-13	7.21245668823298e-14	28	12	40.2258980522887
sin_32	1.09603642992894e-12	3.02007856283147e-13	24	14	8.83619154037521
sin_33	2.32894631785106e-17	2.15745117990021e-18	24	16	53.8993129149926
sin_34	3.57101202472934e-11	1.43132654700288e-11	24	6	64.3961342242255
sin_35	1.09603642992894e-12	3.02007856283147e-13	24	16	59.3493410833429
sin_36	4.09213064056573e-18	2.55944170973566e-19	24	6	40.2166601359801
sin_37	2.32894631785106e-17	2.15745117990021e-18	24	18	33.5444010743317
sin_38	1.57944204811667e-16	1.65410658130037e-17	24	2	11.3048442495938
sin_39	5.11775914319459e-19	2.41465181392545e-20	24	4	12.358467846713
sin_40	1.14249758033326e-10	4.67385373772697e-11	24	6	8.10829043466318
sin_41	2.74998348598138e-13	7.21245668823298e-14	24	0	10.4265810186184
sin_42	2.32894631785106e-17	2.15745117990021e-18	24	0	13.6739280220261
sin_43	3.54814313532517e-12	1.15379163591437e-12	28	26	6.49458661450022
sin_44	5.11775914319459e-19	2.41465181392545e-20	24	8	642.104923047379
sin_45	4.09213064056573e-18	2.55944170973566e-19	24	0	87.1153547558404
sin_46	1.60893381554668e-14	3.33195566528668e-15	24	22	4.18764316882762
sin_47	6.56990649561482e-16	1.06611664497022e-16	24	14	11.2151307406152
sin_48	1.14249758033326e-10	4.67385373772697e-11	24	2	7.4510599880176
sin_49	2.32894631785106e-17	2.15745117990021e-18	24	12	45.6744418582304
sin_50	2.74998348598138e-13	7.21245668823298e-14	24	4	19.1275374451777
sin_51	3.69463215952087e-15	6.38163736644514e-16	24	16	22.962194480413
sin_52	1.09603642992894e-12	3.02007856283147e-13	28	16	13.5417169799965
sin_53	7.45988919998263e-14	1.63846293701437e-14	24	2	11.5436085867814
sin_54	3.19137198692483e-10	1.42857415123799e-10	24	0	80.2764126232445
sin_55	2.32894631785106e-17	2.15745117990021e-18	24	0	13.4213580344108
sin_56	5.11775914319459e-19	2.41465181392545e-20	24	20	146.566893741289
sin_57	1.60893381554668e-14	3.33195566528668e-15	24	22	3.05067553701097
sin_58	2.32894631785106e-17	2.15745117990021e-18	24	10	24.7043849628883
sin_59	3.54814313532517e-12	1.15379163591437e-12	24	10	24.1356817471201
sin_60	5.11775914319459e-19	2.41465181392545e-20	24	0	21.9571076933583
sin_61	1.14249758033326e-10	4.67385373772697e-11	24	20	18.9604138903974
sin_62	4.09213064056573e-18	2.55944170973566e-19	24	16	12.4699282218527
sin_63	1.60893381554668e-14	3.33195566528668e-15	24	18	8.50105712991458
sin_64	6.56990649561482e-16	1.06611664497022e-16	24	16	6.44281626202458
sin_65	2.32894631785106e-17	2.15745117990021e-18	24	0	6.17025324693875
sin_66	5.11775914319459e-19	2.41465181392545e-20	24	8	24.4047813664337
sin_67	1.60893381554668e-14	3.33195566528668e-15	24	14	20.6776781058451
sin_68	6.56990649561482e-16	1.06611664497022e-16	24	8	22.254143606983
sin_69	1.09603642992894e-12	3.02007856283147e-13	28	12	79.3259566643368
sin_70	4.09213064056573e-18	2.55944170973566e-19	24	0	499.386463250001
sin_71	4.09213064056573e-18	2.55944170973566e-19	24	20	10.2925453425836
sin_72	4.09213064056573e-18	2.55944170973566e-19	24	22	1.90004671416646
sin_73	6.56990649561482e-16	1.06611664497022e-16	24	18	63.5417070421856
sin_74	4.09213064056573e-18	2.55944170973566e-19	24	22	8.40277070147123
sin_75	4.09213064056573e-18	2.55944170973566e-19	24	22	6.05636295660446
sin_76	1.57944204811667e-16	1.65410658130037e-17	24	8	80.2002087458798
sin_77	5.11775914319459e-19	2.41465181392545e-20	24	10	12.6283962082436
