annot	BH.Q	ADJ.P	PER	LAG	AMP
sin_1	8.9921692981122e-31	1.68071818881079e-31	24	22	10.2669975784852
sin_2	1.96863400683654e-37	2.49837552140347e-38	24	20	13.2717648927666
sin_3	1.04822305541059e-39	1.10254006828187e-40	24	22	147.126634146946
sin_4	2.24389948117446e-40	2.20106140017022e-41	24	9	19.2607933346084
sin_5	1.05968311091556e-37	1.31015366440469e-38	24	6	20.0643793517217
sin_6	5.29468666028727e-35	8.03348366910859e-36	24	19	221.394564276138
sin_7	4.43827678409649e-35	6.69776314690925e-36	24	1	29.0762873516088
sin_8	2.62270826811425e-33	4.38945992872576e-34	24	12	5.33689128387727
sin_9	6.34821634115554e-43	5.0035486979835e-44	24	8	9.73810136963685
sin_10	7.75257852678865e-38	9.47224140000359e-39	24	5	11.3463365320293
sin_11	1.73827131065625e-37	2.19654283801108e-38	24	16	96.8426267536813
sin_12	3.75447995573482e-34	5.97986262040673e-35	24	8	28.0183991449478
sin_13	3.4279688440747e-37	4.45012682667152e-38	24	16	27.9100845753785
sin_14	7.32482888779002e-35	1.12069881983187e-35	24	18	21.6656850273516
sin_15	8.77552130821521e-38	1.07859134624609e-38	24	7	9.86730346769423
sin_16	2.46712034956446e-31	4.52380158642866e-32	24	2	260.397025124003
sin_17	6.38760669790447e-42	5.47592101465811e-43	24	7	36.6168877051485
sin_18	6.73515496330615e-29	1.32376409369708e-29	24	6	3.03101099135886
sin_19	7.19215404706979e-28	1.44693062783322e-28	24	15	40.2758535341011
sin_20	3.87097069068049e-37	5.05689534773442e-38	24	7	10.9202042530686
sin_21	3.6440726937347e-37	4.74392008857099e-38	24	6	6.13720277678327
sin_22	3.60947350628104e-35	5.41749159897273e-36	24	2	14.8190426426762
sin_23	1.72344625816365e-46	7.25414197754338e-48	24	7	7.54472893679507
sin_24	1.49308114363156e-35	2.16632500475997e-36	24	1	8.14591406890144
sin_25	1.19308993746041e-40	1.13994320388263e-41	24	17	9.44875140212167
sin_26	1.76904413449297e-33	2.9221392657943e-34	24	7	3.96356164269127
sin_27	2.22600994250339e-37	2.84119814479523e-38	24	0	48.4411371714681
sin_28	6.22627814405106e-40	6.39042547693968e-41	24	15	23.1876398598475
sin_29	2.8111399098416e-34	4.44415663928594e-35	24	22	6.29493522459871
sin_30	3.28947971735804e-41	3.01435959554264e-42	24	5	105.910635576871
sin_31	1.80448134661929e-36	2.46393725692925e-37	24	15	28.0795286106711
sin_32	1.33612101703462e-28	2.65037823560867e-29	24	14	13.4483645050595
sin_33	5.45010177873382e-35	8.2841547036754e-36	24	15	51.9385604329902
sin_34	5.05447640839496e-30	9.63567002582202e-31	24	5	49.2283238716886
sin_35	2.00105768729115e-35	2.94337394367008e-36	24	17	47.1624827381314
sin_36	1.12559410497481e-37	1.39778322490508e-38	24	6	42.7937817211907
sin_37	3.60947350628104e-35	5.41749159897273e-36	24	17	34.3414280919613
sin_38	1.49471757313328e-38	1.72300171157545e-39	24	2	16.8315944358702
sin_39	1.32624127967741e-35	1.91581581218855e-36	24	4	13.9296717806044
sin_40	6.10061345271706e-36	8.58522693164183e-37	24	6	11.6536114336785
sin_41	1.6725818611327e-33	2.75671901293962e-34	24	0	8.63583507488091
sin_42	4.34988542814598e-33	7.38689634525153e-34	24	23	16.1748868712857
sin_43	4.70697268507305e-44	3.19646235977234e-45	24	0	5.66720181073487
sin_44	1.72573190562027e-35	2.52427512376638e-36	24	9	534.939161608979
sin_45	1.49471757313328e-38	1.72300171157545e-39	24	23	92.5210840674588
sin_46	1.10715079683908e-36	1.48861457138637e-37	24	22	6.57841876758731
sin_47	5.06377913336372e-32	9.022733728539e-33	24	14	10.4059796694042
sin_48	8.14095238234023e-37	1.08496692659189e-37	24	3	11.1251652482306
sin_49	4.31279210053671e-35	6.50055391153625e-36	24	12	46.7356519040297
sin_50	2.1065981465419e-34	3.29969873317427e-35	24	5	16.9592463885774
sin_51	4.78574211503516e-40	4.8597035840857e-41	24	16	26.3350571667073
sin_52	2.18560278116142e-35	3.22475755802271e-36	24	17	17.1328144251149
sin_53	8.45301861411517e-29	1.66985540440657e-29	24	3	16.3857872990526
sin_54	3.09708568899524e-33	5.22281268462379e-34	24	22	124.555548639088
sin_55	1.40500978613083e-35	2.0372641898897e-36	24	0	14.8606775771723
sin_56	2.12207075972464e-35	3.12908979297579e-36	24	20	151.070364721209
sin_57	8.54105270304826e-25	1.84797322120499e-25	24	23	3.93800275449656
sin_58	3.32537772278395e-37	4.30787568633376e-38	24	10	36.2619467140326
sin_59	6.38760669790447e-42	5.47592101465811e-43	24	9	21.0935485923299
sin_60	5.29468666028727e-35	8.03348366910859e-36	24	0	23.3214945825817
sin_61	3.07402440088159e-32	5.43822862192324e-33	24	18	26.6778127348244
sin_62	5.6758433134169e-41	5.28885399659302e-42	24	17	10.4628105497697
sin_63	3.39939568342656e-44	2.27450474818359e-45	24	19	14.2639923358755
sin_64	1.40434507239168e-28	2.7895399847053e-29	24	15	7.50306497559191
sin_65	9.85262601238775e-40	1.03004726493145e-40	24	23	6.41273577156405
sin_66	4.34988542814598e-33	7.38689634525153e-34	24	7	25.7695555908381
sin_67	2.74614731638038e-31	5.05041456457955e-32	24	15	31.1464200080511
sin_68	2.64853290756955e-40	2.61723206411646e-41	24	8	21.2040924761763
sin_69	6.9548454513296e-41	6.52490955070196e-42	24	14	57.8694844605562
sin_70	1.59560098557543e-38	1.84074331881384e-39	24	1	438.462671116589
sin_71	3.74495763035917e-39	4.11264437952171e-40	24	19	9.94919852558811
sin_72	2.09729581601501e-33	3.4796044220249e-34	24	23	2.99750099732448
sin_73	2.77775881859366e-33	4.65148340349957e-34	24	18	69.6669986606406
sin_74	1.48837663346419e-37	1.86858920983095e-38	24	22	9.7860624894105
sin_75	9.28104559953654e-36	1.32381459506117e-36	24	22	8.42316041057196
sin_76	6.14006745255815e-35	9.34964816639537e-36	24	9	65.8572462000544
sin_77	1.36528190608476e-35	1.97469410234623e-36	24	9	13.618113511426
sin_78	1.0596390799803e-33	1.72721170036788e-34	24	21	5.98493904579194
sin_79	6.32184670231252e-35	9.63219552097799e-36	24	4	21.1340305725633
sin_80	2.16651241740925e-29	4.22076010046184e-30	24	12	14.0738516222816
sin_81	7.51755931763217e-38	9.16458822267704e-39	24	21	18.7936880355118
sin_82	1.77399713721022e-39	1.89656421214474e-40	24	1	28.8431166926234
sin_83	1.0352814051249e-31	1.86538885905233e-32	24	4	11.2606093148789
sin_84	1.32976439820085e-36	1.79880856774806e-37	24	17	40.1768061040254
sin_85	2.2967775700872e-39	2.48469573491252e-40	24	4	15.4899533006263
sin_86	4.46298941844544e-43	3.46490269395673e-44	24	21	26.1219153649601
sin_87	1.88067523821124e-31	3.43308716211652e-32	24	21	81.1166710510937
sin_88	1.01839715861751e-29	1.97106140972425e-30	24	6	31.4857806130734
sin_89	2.12207075972464e-35	3.12908979297579e-36	24	1	13.5551529182357
sin_90	3.09708568899524e-33	5.22281268462379e-34	24	14	85.1114536166978
sin_91	5.1452480097099e-35	7.79738948380582e-36	24	22	67.6433112928412
sin_92	3.11492963048778e-36	4.32975218637802e-37	24	11	35.4037134061868
sin_93	1.45985791102108e-40	1.40411788169118e-41	24	17	23.1453021020151
sin_94	9.4242087805748e-47	3.67544142442417e-48	24	9	9.08763091737591
sin_95	3.40884189535921e-35	5.09776810715082e-36	24	12	110.906725143264
sin_96	1.63448985668475e-37	2.05945721942279e-38	24	7	9.33777365069595
sin_97	1.46165550518382e-39	1.54802605776286e-40	24	4	609.905307523327
sin_98	6.93526652923333e-39	7.76749851274133e-40	24	22	166.363616707154
sin_99	6.43507227390425e-33	1.10507741140047e-33	24	9	13.5999266846167
sin_100	2.32050980558412e-35	3.42802584915837e-36	24	14	7.1468216931762
