annot	BH.Q	ADJ.P	PER	LAG	AMP
sin_1	1.16945133033997e-14	2.10075984431981e-15	24	22	10.3127116782729
sin_2	8.19908791654952e-14	1.88131799103373e-14	24	21	14.2741271865662
sin_3	3.13102950669246e-14	6.41861048871954e-15	26	23	153.100441753834
sin_4	1.27730993527557e-17	1.92757681141586e-19	24	8	19.3942011009498
sin_5	9.42850419340872e-17	3.74568757501783e-18	24	6	19.7432885484279
sin_6	1.16945133033997e-14	2.10075984431981e-15	24	18	224.513557224302
sin_7	2.49721624762764e-17	5.35766394945566e-19	26	1	31.7815257710217
sin_8	1.02908677652493e-14	1.76722265532327e-15	24	13	5.30022929278047
sin_9	6.72959712594585e-17	2.33088773180488e-18	24	8	9.37136541518869
sin_10	3.24852217004911e-17	7.08768473465259e-19	26	4	12.024980154105
sin_11	1.19104468273771e-15	1.2960731683973e-16	24	16	92.2024872234107
sin_12	1.78504758973478e-16	9.46075222559435e-18	24	9	29.6518250952136
sin_13	8.75081573135492e-16	8.51215712049979e-17	24	17	29.5316662137489
sin_14	3.34516578421941e-16	2.32336969013057e-17	24	17	18.4992944718732
sin_15	4.34431130423163e-15	6.57570756504152e-16	24	6	10.1272513010933
sin_16	2.43514808672965e-16	1.48765410389302e-17	26	1	254.346917655123
sin_17	5.20701434268856e-18	3.8815925100042e-20	26	7	28.7922428053811
sin_18	4.55233679163632e-16	3.60462304137749e-17	26	6	3.18297676753889
sin_19	3.50496424197284e-18	2.23043179034635e-20	26	15	42.0876328250481
sin_20	1.63853314053854e-15	1.96177104189933e-16	26	7	10.0024031344921
sin_21	8.75081573135492e-16	8.51215712049979e-17	24	6	6.3400086375819
sin_22	2.89910385162129e-13	7.43224805597457e-14	26	0	13.7207759094742
sin_23	3.13102950669246e-14	6.41861048871954e-15	22	7	6.46636777995064
sin_24	1.63004783184625e-14	3.06300806220564e-15	26	1	8.53012444878
sin_25	1.16945133033997e-14	2.10075984431981e-15	24	17	10.0229209820095
sin_26	5.37730407826823e-13	1.44209518462648e-13	24	7	4.22949268167172
sin_27	4.34431130423163e-15	6.57570756504152e-16	26	25	54.3894673187078
sin_28	8.75081573135492e-16	8.51215712049979e-17	26	15	21.4826161183672
sin_29	1.6744334968142e-16	7.71761620804362e-18	26	24	6.76079356779334
sin_30	4.34431130423163e-15	6.57570756504152e-16	24	6	95.0642114786887
sin_31	3.13102950669246e-14	6.41861048871954e-15	26	14	27.5632572139502
sin_32	7.29666312888705e-13	1.9972956982799e-13	26	15	13.307153700443
sin_33	2.24881202199702e-14	4.44447030529228e-15	26	16	61.4556576185124
sin_34	2.89910385162129e-13	7.43224805597457e-14	26	4	50.3171039752399
