annot	BH.Q	ADJ.P	PER	LAG	AMP
sin_1	3.18576045193304e-11	5.6735497503062e-12	24	22	9.11570714535624
sin_2	1.03582839948399e-15	4.12448035430897e-17	24	22	13.4673031668693
sin_3	1.29770337046452e-13	1.31068040416917e-14	24	22	137.054759370803
sin_4	6.6968927723715e-16	2.35608863900707e-17	24	10	19.0017866082908
sin_5	1.5913580764571e-12	2.22934799620035e-13	24	6	22.0736034658349
sin_6	1.77819115851691e-10	3.53213425578131e-11	24	20	198.623636461498
sin_7	2.08192612982606e-12	2.99040298647744e-13	24	2	31.7257861911683
sin_8	4.32469946629598e-12	6.64037945324901e-13	24	14	4.95407636555139
sin_9	2.32416038716379e-17	3.00027977252053e-19	24	8	9.35882495531412
sin_10	8.58366648631626e-11	1.6332376323509e-11	24	6	12.656886459327
sin_11	8.10126592747148e-13	1.05831992161605e-13	24	18	116.982284407969
sin_12	8.84341967417024e-12	1.44147740688975e-12	24	8	30.3482098828394
sin_13	5.56488394876321e-14	4.97298265603113e-15	24	16	29.2970806848846
sin_14	1.95190320120265e-13	2.10805545729886e-14	24	18	23.6202283221735
sin_15	4.74002856061868e-13	5.76559837646163e-14	24	8	8.50869821784385
sin_16	1.53605959431987e-09	3.41703438845521e-10	24	2	265.067807820988
sin_17	2.06523304668198e-13	2.27363383593808e-14	24	8	30.8001261435723
sin_18	8.18106333469592e-10	1.76785341332475e-10	24	8	2.96992650514055
sin_19	5.15330223031978e-10	1.0864098065556e-10	24	16	33.8046139270279
sin_20	2.06523304668198e-13	2.27363383593808e-14	24	8	11.4423753867384
sin_21	9.25371195525994e-13	1.22990244350819e-13	24	8	6.19298649933796
sin_22	9.96639509660445e-13	1.32915469151988e-13	24	2	15.270112739858
sin_23	3.75599018720353e-16	1.10289530042431e-17	24	8	6.91472074174828
sin_24	1.21661605194761e-12	1.65791587442679e-13	24	2	8.09946324168961
sin_25	2.16500502483088e-14	1.68476754659567e-15	24	18	8.94797182471692
sin_26	5.88163675995837e-14	5.37902416410738e-15	24	8	4.31851748780146
sin_27	1.52230263183103e-14	1.1071291867862e-15	24	0	50.2184634665502
sin_28	8.35396630012077e-12	1.34726692876493e-12	24	16	21.4610907249445
sin_29	4.93811644535908e-12	7.65856968707509e-13	24	22	6.21699214300565
sin_30	5.12093298955184e-14	4.56694114795487e-15	24	6	110.78042138916
sin_31	2.86166151101889e-10	5.84819552433678e-11	24	14	30.7857316090791
sin_32	2.41185217999935e-10	4.85440066047143e-11	24	14	12.5953821751875
sin_33	4.59793301193888e-12	7.11425635119998e-13	24	16	53.8240910096943
sin_34	2.08192612982606e-12	2.99040298647744e-13	24	4	51.6457565900445
sin_35	2.16500502483088e-14	1.68476754659567e-15	24	18	51.9992538267605
sin_36	8.10126592747148e-13	1.05831992161605e-13	24	6	45.3984695772682
sin_37	1.06878826929494e-14	7.19003017525684e-16	24	18	34.7655210659525
sin_38	9.01385168344519e-14	8.75163054356315e-15	24	4	17.3497514767343
sin_39	3.18576045193304e-11	5.6735497503062e-12	24	4	13.4455162099608
sin_40	2.81052442786261e-11	4.95929810407393e-12	24	6	11.4059649404221
sin_41	2.26340132310899e-10	4.54943665944907e-11	24	2	9.11542184131569
sin_42	1.82184197458825e-11	3.09050647689242e-12	24	0	15.280138756654
sin_43	5.54099463798646e-16	1.7831928198611e-17	24	0	6.89430395335925
sin_44	5.24325383293161e-11	9.66665343016846e-12	24	8	558.581564838216
sin_45	1.8762760330599e-15	8.59675564238354e-17	24	0	97.1380365315315
sin_46	4.45831311329078e-14	3.8746793966418e-15	24	22	6.24212193418162
sin_47	1.39539577631799e-12	1.92310908808915e-13	24	14	9.8203922751561
sin_48	4.4561726133123e-13	5.35550926799897e-14	24	4	11.9997209864674
sin_49	5.26132438789809e-12	8.2028830229502e-13	24	12	45.558618659358
sin_50	9.25371195525994e-13	1.22990244350819e-13	24	4	18.6547372621613
sin_51	3.08880226217291e-12	4.6247793870898e-13	24	16	24.5377785799712
sin_52	7.10511137076942e-13	9.1010017467401e-14	24	16	16.717790771216
sin_53	1.6772935662885e-10	3.32104126125124e-11	24	4	16.4612947962364
sin_54	2.86166151101889e-10	5.84819552433678e-11	24	22	109.53788793409
sin_55	1.49062125913979e-13	1.53669500714957e-14	24	0	13.761124506408
sin_56	3.53128374340566e-12	5.34186922638819e-13	24	20	182.619656100505
sin_57	4.3491050567599e-08	1.14144239080598e-08	24	22	4.10649041081069
sin_58	3.18576045193304e-11	5.6735497503062e-12	24	10	30.5268163213663
sin_59	5.56488394876321e-14	4.97298265603113e-15	24	8	21.4861565462557
sin_60	2.48094195300498e-11	4.33262681065688e-12	24	0	22.5068204174794
sin_61	2.19251844234586e-11	3.78309091233858e-12	24	18	25.5231153388219
sin_62	1.03582839948399e-15	4.12448035430897e-17	24	16	10.8019763119511
sin_63	1.39539577631799e-12	1.92310908808915e-13	24	18	13.9263467956896
sin_64	1.81458021571704e-09	4.07125815671786e-10	24	16	7.34249141480612
sin_65	6.71644314461457e-11	1.25780662526418e-11	24	0	6.57810922891459
sin_66	7.83807891589943e-14	7.44617497010445e-15	24	8	27.1480861717216
sin_67	1.37683173765112e-09	3.03528814891269e-10	24	14	29.1798070160764
sin_68	1.13841584919676e-15	4.54331416179435e-17	24	10	23.3497593992702
sin_69	4.45831311329078e-14	3.8746793966418e-15	24	14	54.9290703252346
sin_70	1.80771978555467e-13	1.94247707865965e-14	24	0	478.842817737687
sin_71	4.59793301193888e-12	7.11425635119998e-13	24	20	8.26539027471392
sin_72	5.24325383293161e-11	9.66665343016846e-12	24	22	2.5248854007139
sin_73	8.58366648631626e-11	1.6332376323509e-11	24	18	66.4964584571491
sin_74	3.13049405740977e-13	3.63137310659533e-14	24	22	9.70305011265405
sin_75	2.37451709212858e-13	2.65945914318401e-14	24	22	7.86772831244073
sin_76	5.15678453173261e-15	3.00968697215667e-16	24	8	74.0532141606663
sin_77	1.04017029499144e-13	1.02787737332336e-14	24	10	14.0357635890372
sin_78	2.37597005530417e-12	3.46027638963389e-13	24	20	6.71283979963819
sin_79	1.0099831658086e-11	1.65729055844048e-12	24	4	21.251945496419
sin_80	1.57284739926128e-10	3.10994826672116e-11	24	12	13.5669791683549
sin_81	1.87026599506618e-14	1.42310239806399e-15	24	22	18.0730808913607
sin_82	1.95190320120265e-13	2.10805545729886e-14	24	2	26.9499512498927
sin_83	1.0919372745196e-10	2.11637297206890e-11	24	4	12.0167058713537
sin_84	1.57809241179677e-13	1.65843166185188e-14	24	18	37.6971593991462
sin_85	1.19985777710686e-13	1.20640245589108e-14	24	4	14.4431825941402
sin_86	2.78887539148024e-16	7.50461014434684e-18	24	22	27.7375339408279
sin_87	3.53128374340566e-12	5.34186922638819e-13	24	22	89.8655665595041
sin_88	4.12743715894532e-13	4.94542015953631e-14	24	6	29.9686691510569
sin_89	6.87038275568282e-12	1.08864337665047e-12	24	2	11.9215271043348
sin_90	1.49254575298932e-11	2.51019058457294e-12	24	14	81.9681411587039
sin_91	1.40175326499243e-14	1.01308531424453e-15	24	22	64.6085710540653
sin_92	1.5913580764571e-12	2.22934799620035e-13	24	12	33.4078581742493
sin_93	1.76881311466364e-14	1.31213772869593e-15	24	18	23.5710444519397
