annot	BH.Q	ADJ.P	PER	LAG	AMP
sin_1	1.7677285407351e-26	1.26955049743703e-27	24	23	10.7462823421672
sin_2	4.84336853890211e-25	5.70196568898021e-26	24	20	14.9010870993968
sin_3	1.43734991720165e-23	2.31413336669466e-24	24	21	157.99650491331
sin_4	2.47816903488508e-28	8.5384187656495e-30	24	8	20.6736235677306
sin_5	5.97875069579386e-26	5.10367900304585e-27	24	7	22.1188075606464
sin_6	2.46097323108186e-29	5.5036310440558e-31	24	18	234.684690953213
sin_7	4.32953429355741e-23	7.40743958225004e-24	24	2	29.7221789776073
sin_8	6.09952970793834e-27	3.73180317585682e-28	24	13	5.91601974604659
sin_9	1.90776258046532e-25	1.96152679864207e-26	24	8	8.57395753500511
sin_10	1.53207749488108e-25	1.53486309032632e-26	24	5	11.9950035198578
sin_11	7.83645883659392e-32	8.54886418537518e-35	24	16	99.7234595615179
sin_12	1.00058883873824e-24	1.33715053904111e-25	24	8	29.1765707132352
sin_13	6.1316942714969e-29	1.68342879090188e-30	24	16	30.7111992546153
sin_14	1.95274135833057e-28	6.31978112332438e-30	24	17	19.4090157886465
sin_15	1.90776258046532e-25	1.96152679864207e-26	24	6	10.7932778198171
sin_16	5.71339508831902e-24	8.72071850298876e-25	24	2	241.132139551699
sin_17	5.32845307565557e-30	6.92698899835224e-32	24	7	31.1722919304346
sin_18	1.1776680509147e-26	7.90108201431859e-28	24	7	3.66002710921485
sin_19	3.14658878655096e-26	2.49438674715676e-27	24	14	45.6481181045991
sin_20	1.30579121801372e-25	1.25830790099504e-26	24	8	10.4750412647008
sin_21	4.78458718826693e-26	3.95815849211174e-27	24	6	6.90407204741413
sin_22	2.08498212470278e-23	3.42316156110292e-24	24	2	13.5308993391333
sin_23	1.30579121801372e-25	1.25830790099504e-26	24	6	7.14249487349516
sin_24	3.66634692332471e-23	6.22612368433686e-24	24	1	8.25570699910921
sin_25	1.90776258046532e-25	1.96152679864207e-26	24	18	9.07234182600866
sin_26	1.7707700394437e-23	2.86864746389879e-24	24	8	3.92648825429605
sin_27	5.32845307565557e-30	6.92698899835224e-32	24	0	55.3195127833256
sin_28	6.09952970793834e-27	3.73180317585682e-28	24	14	22.7477294584376
sin_29	1.68995819847869e-27	8.46515424874324e-29	24	22	6.52727598801988
sin_30	3.04184114364321e-28	1.07570564079746e-29	24	5	93.8324572002673
sin_31	7.72945737649457e-27	4.89063848549111e-28	24	14	31.7251655605861
sin_32	9.29388432212002e-27	6.04947379512539e-28	24	14	13.9377691048219
sin_33	1.30579121801372e-25	1.25830790099504e-26	24	15	53.8993129149927
sin_34	5.97875069579386e-26	5.10367900304585e-27	24	5	58.6445035038697
sin_35	1.30579121801372e-25	1.25830790099504e-26	24	17	54.0484717451427
sin_36	1.20831481271153e-29	2.24087474357411e-31	24	5	40.2166601359801
sin_37	5.94490844776328e-28	2.43741246358294e-29	24	17	33.5444010743316
sin_38	3.63867728284973e-30	3.80407170479745e-32	24	2	17.8316991202434
sin_39	3.99201336512674e-26	3.22627261963425e-27	24	3	12.3584678467131
sin_40	6.91531801813056e-25	8.75102061930704e-26	24	6	12.7896140997836
sin_41	1.30579121801372e-25	1.25830790099504e-26	24	1	9.4953163640329
sin_42	3.20079613837496e-22	5.84581767454118e-23	24	23	13.6739280220262
sin_43	1.00058883873824e-24	1.33715053904111e-25	24	1	5.91451353499046
sin_44	2.47816903488508e-28	8.5384187656495e-30	24	8	584.754424518514
sin_45	1.09823494490269e-27	5.10180051677521e-29	24	23	87.1153547558408
sin_46	4.71321522965802e-29	1.22972070082896e-30	24	22	6.60538007962031
sin_47	3.32393145059545e-25	3.69862917775348e-26	24	13	11.2151307406151
sin_48	1.39869090702255e-26	9.75269023351179e-28	24	2	11.7529314778476
sin_49	1.05875292434327e-25	9.8175271166376e-27	24	12	45.6744418582304
sin_50	4.61019583716702e-28	1.81893181211863e-29	24	4	17.4191347079673
sin_51	3.32393145059545e-25	3.69862917775348e-26	24	15	22.962194480413
sin_52	7.04315518993644e-26	6.24919951397997e-27	24	17	18.4983294055344
sin_53	1.88836818129688e-29	3.98274016418978e-31	24	2	18.2083141117791
sin_54	1.30579121801372e-25	1.25830790099504e-26	24	23	126.624021060852
sin_55	4.54006414364025e-30	5.36553035157484e-32	24	23	13.4213580344109
sin_56	3.88574176980663e-24	5.81801517715593e-25	24	20	146.566893741289
sin_57	1.16519608479254e-30	8.58008026074508e-33	24	22	4.81198387951443
sin_58	1.0381063587097e-29	1.74590614873904e-31	24	10	38.9674682713759
sin_59	3.86420048326177e-28	1.44731872645804e-29	24	8	21.979969602815
sin_60	1.82370659928384e-24	2.55816298426816e-25	24	0	21.9571076933583
sin_61	2.16397735353263e-27	1.12133371955782e-28	24	19	29.907213953965
sin_62	2.26476629616169e-31	8.64728949443555e-34	24	16	11.3561591562796
sin_63	4.61019583716702e-28	1.81893181211863e-29	24	18	13.4091447522671
sin_64	1.68995819847869e-27	8.46515424874324e-29	24	15	6.44281626202463
sin_65	1.84251693699937e-22	3.32323054818796e-23	24	23	6.17025324693876
sin_66	4.1099580100982e-25	4.70029743336685e-26	24	8	24.4047813664336
sin_67	1.7677285407351e-26	1.26955049743703e-27	24	14	32.6159411264711
sin_68	4.78458718826693e-26	3.95815849211174e-27	24	8	20.2664836710706
sin_69	4.54006414364025e-30	5.36553035157484e-32	24	14	62.5624095491083
sin_70	1.52947785175793e-31	4.44939011420489e-34	24	0	454.783063403711
sin_71	1.7707700394437e-23	2.86864746389879e-24	24	20	10.2925453425836
sin_72	1.48168196314539e-30	1.11799639037334e-32	24	22	2.99703919606331
sin_73	4.61019583716702e-28	1.81893181211863e-29	24	17	63.5417070421855
sin_74	4.84336853890211e-25	5.70196568898021e-26	24	21	8.40277070147123
sin_75	7.13690536422927e-28	3.05589311504726e-29	24	22	9.55300573991003
sin_76	2.47816903488508e-28	8.5384187656495e-30	24	8	73.0370150237916
sin_77	2.69567668511328e-26	2.02910935933982e-27	24	9	12.6283962082436
sin_78	8.2737758941704e-24	1.30199146116445e-24	24	20	6.12015011402128
sin_79	1.09823494490269e-27	5.10180051677521e-29	24	3	21.0744818460548
sin_80	8.8900398861566e-26	8.03336331530878e-27	24	12	14.7100072386555
sin_81	7.61844944519974e-23	1.33184348028355e-23	24	21	17.2297973037191
sin_82	3.88574176980663e-24	5.81801517715593e-25	24	1	27.0041760730512
sin_83	3.86434578644228e-29	9.66086446610569e-31	24	4	12.9150977747734
sin_84	3.99201336512674e-26	3.22627261963425e-27	24	18	37.8586069840963
sin_85	1.05875292434327e-25	9.8175271166376e-27	24	3	13.4954830062159
sin_86	1.39869090702255e-26	9.75269023351179e-28	24	20	28.1809830239387
sin_87	6.91531801813056e-25	8.75102061930704e-26	24	21	73.0724360215537
sin_88	3.14169668405777e-24	4.6497110924055e-25	24	7	32.0785932780117
sin_89	3.86434578644228e-29	9.66086446610569e-31	24	0	13.5079616735856
sin_90	4.32953429355741e-23	7.40743958225004e-24	24	13	79.2749017641148
sin_91	1.56308053328175e-22	2.8092820129982e-23	24	22	62.3784597096438
sin_92	2.54640959056295e-23	4.2339846737633e-24	24	11	33.3011849166096
sin_93	3.32393145059545e-25	3.69862917775348e-26	24	17	25.1660066946109
sin_94	2.2607655401494e-25	2.38819050695782e-26	24	10	9.04838705423157
sin_95	1.68995819847869e-27	8.46515424874324e-29	24	12	124.937202419544
sin_96	6.91531801813056e-25	8.75102061930704e-26	24	6	10.3537866899369
sin_97	3.32827413212214e-27	1.84265358769308e-28	24	3	545.495942387888
sin_98	5.94490844776328e-28	2.43741246358294e-29	24	22	168.213712514316
sin_99	2.12897916915243e-26	1.56383197152287e-27	24	9	13.2834942303367
sin_100	1.24118128985306e-24	1.68574986094588e-25	24	14	6.40160737880662
sin_101	4.1099580100982e-25	4.70029743336685e-26	24	19	8.39366454908449
sin_102	3.04184114364321e-28	1.07570564079746e-29	24	16	25.7212570945343
sin_103	2.80851579412015e-25	3.04340984235565e-26	24	23	13.1330094035772
sin_104	7.13690536422927e-28	3.05589311504726e-29	24	3	11.8502042311795
sin_105	5.32845307565557e-30	6.92698899835224e-32	24	0	7.59527549599925
sin_106	2.69567668511328e-26	2.02910935933982e-27	24	3	16.2864181531096
sin_107	2.54640959056295e-23	4.2339846737633e-24	24	0	7.85577927801378
sin_108	1.39869090702255e-26	9.75269023351179e-28	24	2	4.43484287885619
sin_109	4.61019583716702e-28	1.81893181211863e-29	24	19	11.4696404697574
sin_110	4.01606168621903e-27	2.28915516114484e-28	24	15	55.8220621652962
sin_111	1.27353117918003e-31	3.35749129056554e-34	24	4	10.5972977715539
sin_112	2.2607655401494e-25	2.38819050695782e-26	24	9	36.0446217872521
sin_113	4.84336853890211e-25	5.70196568898021e-26	24	4	4.11335707491635
sin_114	2.12897916915243e-26	1.56383197152287e-27	24	7	17.9561755223299
sin_115	1.1776680509147e-26	7.90108201431859e-28	24	9	32.0590678969512
sin_116	1.05875292434327e-25	9.8175271166376e-27	24	5	27.1410819851141
sin_117	2.47816903488508e-28	8.5384187656495e-30	24	8	21.5234032338875
sin_118	1.7677285407351e-26	1.26955049743703e-27	24	10	8.94245178993342
sin_119	8.8900398861566e-26	8.03336331530878e-27	24	3	7.42496179828744
sin_120	2.16397735353263e-27	1.12133371955782e-28	24	15	6.41360932121552
sin_121	2.47816903488508e-28	8.5384187656495e-30	24	0	21.8226933559149
sin_122	9.11937296240316e-28	4.07884681591123e-29	24	22	7.62163916032558
sin_123	1.05875292434327e-25	9.8175271166376e-27	24	8	11.4850699469629
sin_124	1.46643781201554e-24	2.03434918285065e-25	24	4	13.0060542572662
sin_125	3.14658878655096e-26	2.49438674715676e-27	24	18	300.264232816521
sin_126	3.14658878655096e-26	2.49438674715676e-27	24	10	8.85075165058318
sin_127	1.27353117918003e-31	3.35749129056554e-34	24	16	25.065325520998
sin_128	1.7677285407351e-26	1.26955049743703e-27	24	9	18.6936945692742
sin_129	2.69567668511328e-26	2.02910935933982e-27	24	1	7.53067205116563
sin_130	1.61461707512742e-29	3.11180745388195e-31	24	0	17.6495132576293
sin_131	1.30579121801372e-25	1.25830790099504e-26	24	23	144.169140685487
sin_132	2.08498212470278e-23	3.42316156110292e-24	24	20	29.3660503556717
sin_133	2.2607655401494e-25	2.38819050695782e-26	24	21	19.9983916501999
sin_134	8.98625342104551e-23	1.57994673784564e-23	24	22	11.0007682332942
sin_135	1.46643781201554e-24	2.03434918285065e-25	24	0	3.1136002480737
sin_136	2.42389313273072e-30	2.07132685887898e-32	24	12	86.0185447556156
sin_137	1.9933270307827e-30	1.59466162462616e-32	24	4	5.12111302569951
sin_138	1.27353117918003e-31	3.35749129056554e-34	24	12	48.1593190234207
sin_139	9.11937296240316e-28	4.07884681591123e-29	24	3	306.137494694995
sin_140	1.7677285407351e-26	1.26955049743703e-27	24	8	5.18305607376553
sin_141	2.9587174220302e-31	1.26417926214018e-33	24	2	45.6751081901765
sin_142	7.72945737649457e-27	4.89063848549111e-28	24	1	14.4153500957979
sin_143	4.61019583716702e-28	1.81893181211863e-29	24	17	4.24476045303609
sin_144	5.97875069579386e-26	5.10367900304585e-27	24	12	4.418608472203
sin_145	1.09358856778335e-22	1.93764010782704e-23	24	21	4.15963742788133
sin_146	3.14658878655096e-26	2.49438674715676e-27	24	17	11.0508395060097
sin_147	1.90776258046532e-25	1.96152679864207e-26	24	9	4.58779863548968
sin_148	1.7677285407351e-26	1.26955049743703e-27	24	20	44.8112851841017
sin_149	4.1099580100982e-25	4.70029743336685e-26	24	19	452.744671229065
sin_150	9.26509335145418e-31	5.98019661775679e-33	24	2	5.81840219817425
sin_151	3.32827413212214e-27	1.84265358769308e-28	24	14	51.506485385491
sin_152	2.58112137086629e-27	1.39615201424131e-28	24	3	44.9761372930148
sin_153	8.2737758941704e-24	1.30199146116445e-24	24	1	25.2794890242336
sin_154	2.12897916915243e-26	1.56383197152287e-27	24	23	7.24638497599985
sin_155	2.2607655401494e-25	2.38819050695782e-26	24	19	16.7524852396108
sin_156	3.04184114364321e-28	1.07570564079746e-29	24	12	14.1484045329291
sin_157	7.04315518993644e-26	6.24919951397997e-27	24	2	37.8649988046883
sin_158	5.32845307565557e-30	6.92698899835224e-32	24	14	12.8922288158722
sin_159	7.72945737649457e-27	4.89063848549111e-28	24	5	60.847137763397
sin_160	1.00058883873824e-24	1.33715053904111e-25	24	21	11.5342264753698
sin_161	3.74694385839716e-32	1.36252503941715e-35	24	4	76.1303443997606
sin_162	7.72945737649457e-27	4.89063848549111e-28	24	19	7.009009786158
sin_163	8.55051953994726e-25	1.10612630048591e-25	24	19	5.32398322339317
sin_164	1.20831481271153e-29	2.24087474357411e-31	24	2	8944.90108849627
sin_165	1.30579121801372e-25	1.25830790099504e-26	24	15	11.0618529700711
sin_166	4.84336853890211e-25	5.70196568898021e-26	24	6	27.044270250858
sin_167	2.6795389621614e-24	3.86584393904558e-25	24	12	37.4604356162545
sin_168	1.30579121801372e-25	1.25830790099504e-26	24	6	11.5601928197198
sin_169	1.90776258046532e-25	1.96152679864207e-26	24	7	35.6386762774669
sin_170	4.1099580100982e-25	4.70029743336685e-26	24	1	29.5110151585503
sin_171	8.2737758941704e-24	1.30199146116445e-24	24	21	13.5676086970797
sin_172	1.46643781201554e-24	2.03434918285065e-25	24	2	20.5512412901177
sin_173	5.08683116029327e-27	3.01047916850083e-28	24	1	18.385862005065
sin_174	1.95274135833057e-28	6.31978112332438e-30	24	23	480.749987339123
sin_175	3.14658878655096e-26	2.49438674715676e-27	24	13	8.16453236740785
sin_176	4.78458718826693e-26	3.95815849211174e-27	24	12	6.05151339348668
sin_177	1.05875292434327e-25	9.8175271166376e-27	24	14	19.9207942335439
sin_178	5.08683116029327e-27	3.01047916850083e-28	24	15	24.6133458433631
sin_179	5.08683116029327e-27	3.01047916850083e-28	24	11	32.1334343076006
sin_180	8.98625342104551e-23	1.57994673784564e-23	24	11	10.6224018172157
sin_181	7.13690536422927e-28	3.05589311504726e-29	24	3	6.21253661650323
sin_182	9.11937296240316e-28	4.07884681591123e-29	24	22	106.270755322746
sin_183	4.84336853890211e-25	5.70196568898021e-26	24	8	11.8251695661225
sin_184	2.2607655401494e-25	2.38819050695782e-26	24	3	7.32472163205014
sin_185	1.1776680509147e-26	7.90108201431859e-28	24	3	13.2755088141871
sin_186	1.90776258046532e-25	1.96152679864207e-26	24	10	13.828840734965
sin_187	3.74694385839716e-32	1.00875669621831e-35	24	16	83.1803020594987
sin_188	5.94995693829191e-25	7.22649315414362e-26	24	6	21.012239881929
sin_189	5.08683116029327e-27	3.01047916850083e-28	24	8	49.1190242080366
sin_190	3.32393145059545e-25	3.69862917775348e-26	24	7	11.3891892997347
sin_191	1.82370659928384e-24	2.55816298426816e-25	24	0	21.9180324141759
sin_192	1.84251693699937e-22	3.32323054818796e-23	24	0	12.1261606259015
sin_193	8.55051953994726e-25	1.10612630048591e-25	24	0	19.0528327208114
sin_194	1.0381063587097e-29	1.74590614873904e-31	24	0	7.96406145538435
sin_195	9.26509335145418e-31	5.98019661775679e-33	24	16	5.71530312519792
sin_196	5.01528199933214e-31	2.41645405422367e-33	24	9	365.666668458556
sin_197	1.27353117918003e-31	3.35749129056554e-34	24	0	39.8137085346333
sin_198	3.86420048326177e-28	1.44731872645804e-29	24	15	5.36014742827996
sin_199	4.1099580100982e-25	4.70029743336685e-26	24	21	9.18946420953453
sin_200	3.88574176980663e-24	5.81801517715593e-25	24	20	5.63894937087987
sin_201	7.04315518993644e-26	6.24919951397997e-27	24	13	559.244920133244
sin_202	7.04315518993644e-26	6.24919951397997e-27	24	3	103.3323436763
sin_203	3.04184114364321e-28	1.07570564079746e-29	24	10	14.3716719683305
sin_204	1.53207749488108e-25	1.53486309032632e-26	24	8	36.8892002819725
sin_205	3.66634692332471e-23	6.22612368433686e-24	24	0	11.0892675819977
sin_206	9.82742061095412e-29	2.91249010833731e-30	24	16	11.6444665284721
sin_207	2.80851579412015e-25	3.04340984235565e-26	24	15	8.73356195018009
sin_208	1.0381063587097e-29	1.74590614873904e-31	24	2	10.408283311389
sin_209	3.88574176980663e-24	5.81801517715593e-25	24	13	186.7678526188
sin_210	1.1776680509147e-26	7.90108201431859e-28	24	10	17.9864101834382
sin_211	8.55051953994726e-25	1.10612630048591e-25	24	20	21.8630601351994
sin_212	4.60728488495023e-24	6.98631926190636e-25	24	0	22.6977890204102
sin_213	8.8900398861566e-26	8.03336331530878e-27	24	23	101.087628898706
sin_214	2.6795389621614e-24	3.86584393904558e-25	24	18	10.0488335009641
sin_215	3.86434578644228e-29	9.66086446610569e-31	24	10	7.34168992617182
sin_216	1.05875292434327e-25	9.8175271166376e-27	24	17	218.071479603249
sin_217	3.14658878655096e-26	2.49438674715676e-27	24	16	10.80169660071
sin_218	5.97875069579386e-26	5.10367900304585e-27	24	20	9.25616812967337
sin_219	3.14658878655096e-26	2.49438674715676e-27	24	13	5.42198492085217
sin_220	5.32845307565557e-30	6.92698899835224e-32	24	12	5.82858070546861
sin_221	4.78458718826693e-26	3.95815849211174e-27	24	8	10.6109426713629
sin_222	1.30579121801372e-25	1.25830790099504e-26	24	19	36.533048335459
sin_223	2.26476629616169e-31	8.64728949443555e-34	24	14	83.1709310388793
sin_224	2.69567668511328e-26	2.02910935933982e-27	24	12	41.280728138697
sin_225	2.2607655401494e-25	2.38819050695782e-26	24	6	13.0056473949732
sin_226	2.12897916915243e-26	1.56383197152287e-27	24	10	18.310018998765
sin_227	7.72945737649457e-27	4.89063848549111e-28	24	1	9.41099124382042
sin_228	5.94995693829191e-25	7.22649315414362e-26	24	14	9.30481710120014
sin_229	3.01834926418516e-29	7.02452192392183e-31	24	17	53.08084992757
sin_230	1.1776680509147e-26	7.90108201431859e-28	24	1	7.20360879324238
sin_231	1.21156569001083e-23	1.93630225730822e-24	24	12	335.82579773337
sin_232	1.21820650728823e-28	3.68784333569983e-30	24	17	15.5001015579237
sin_233	3.32827413212214e-27	1.84265358769308e-28	24	4	24.449109711511
sin_234	4.71321522965802e-29	1.22972070082896e-30	24	21	8.18498910340601
sin_235	6.91531801813056e-25	8.75102061930704e-26	24	14	10.6068153026382
sin_236	1.40524013578816e-27	6.78347738275922e-29	24	3	5.10041398465529
sin_237	2.2607655401494e-25	2.38819050695782e-26	24	1	14.0378708694734
sin_238	6.09952970793834e-27	3.73180317585682e-28	24	7	31.4256672714521
sin_239	9.11937296240316e-28	4.07884681591123e-29	24	10	25.0347035570977
sin_240	4.78458718826693e-26	3.95815849211174e-27	24	3	7.87908188917757
sin_241	9.82980655225898e-24	1.55847114792179e-24	24	8	7.83016589164685
sin_242	1.61461707512742e-29	3.11180745388195e-31	24	21	10.1828700558901
