annot	BH.Q	ADJ.P	PER	LAG	AMP
sin_1	1.02521044954719e-21	3.34311807502341e-22	26	23	10.7462823421672
sin_2	1.02521044954719e-21	3.34311807502341e-22	24	20	14.9010870993968
sin_3	1.02521044954719e-21	3.34311807502341e-22	26	22	157.996504913311
sin_4	6.88707870460289e-23	1.6666730465139e-23	24	8	20.6736235677306
sin_5	1.02521044954719e-21	3.34311807502341e-22	24	6	22.1188075606464
sin_6	1.26994991260821e-29	3.92529972987993e-31	24	18	234.684690953214
sin_7	1.02521044954719e-21	3.34311807502341e-22	26	0	29.7221789776073
sin_8	6.88707870460289e-23	1.6666730465139e-23	26	13	5.91601974604661
sin_9	1.65178551765358e-19	6.68672810010125e-20	24	8	8.57395753500509
sin_10	1.02521044954719e-21	3.34311807502341e-22	24	4	11.9950035198578
sin_11	1.26994991260821e-29	3.92529972987993e-31	24	16	99.7234595615178
sin_12	2.68419126407405e-24	5.09020270623497e-25	24	8	29.1765707132352
sin_13	1.3614566083291e-27	1.00005176320901e-28	24	16	30.7111992546153
sin_14	1.3614566083291e-27	1.00005176320901e-28	24	17	19.4090157886465
sin_15	2.68419126407405e-24	5.09020270623497e-25	24	6	10.7932778198171
sin_16	6.88707870460289e-23	1.6666730465139e-23	26	0	241.132139551699
sin_17	1.26994991260821e-29	3.92529972987993e-31	24	7	31.1722919304347
sin_18	1.02521044954719e-21	3.34311807502341e-22	24	6	3.66002710921485
sin_19	2.68419126407405e-24	5.09020270623497e-25	24	14	45.6481181045991
sin_20	1.65178551765358e-19	6.68672810010125e-20	24	8	10.4750412647008
sin_21	9.66129102398052e-26	1.12158805796574e-26	24	6	6.90407204741413
sin_22	1.02521044954719e-21	3.34311807502341e-22	26	0	13.5308993391333
sin_23	9.66129102398052e-26	1.12158805796574e-26	24	6	7.14249487349516
sin_24	9.66129102398052e-26	1.12158805796574e-26	26	0	8.25570699910922
sin_25	1.02521044954719e-21	3.34311807502341e-22	24	17	9.07234182600866
sin_26	6.88707870460289e-23	1.6666730465139e-23	24	7	3.92648825429605
sin_27	1.3614566083291e-27	1.00005176320901e-28	26	25	55.3195127833258
sin_28	2.68419126407405e-24	5.09020270623497e-25	24	14	22.7477294584376
sin_29	2.68419126407405e-24	5.09020270623497e-25	26	23	6.52727598801989
sin_30	1.3614566083291e-27	1.00005176320901e-28	24	5	93.8324572002672
sin_31	9.66129102398052e-26	1.12158805796574e-26	24	14	31.7251655605861
sin_32	9.66129102398052e-26	1.12158805796574e-26	24	14	13.9377691048219
sin_33	9.66129102398052e-26	1.12158805796574e-26	24	15	53.8993129149928
sin_34	6.88707870460289e-23	1.6666730465139e-23	24	4	58.6445035038697
sin_35	6.88707870460289e-23	1.6666730465139e-23	24	16	54.0484717451427
sin_36	1.26994991260821e-29	3.92529972987993e-31	24	5	40.2166601359801
sin_37	1.3614566083291e-27	1.00005176320901e-28	24	17	33.5444010743317
sin_38	1.3614566083291e-27	1.00005176320901e-28	24	2	17.8316991202434
sin_39	2.68419126407405e-24	5.09020270623497e-25	24	3	12.3584678467131
sin_40	2.68419126407405e-24	5.09020270623497e-25	24	6	12.7896140997836
sin_41	6.88707870460289e-23	1.6666730465139e-23	26	25	9.49531636403291
sin_42	2.68419126407405e-24	5.09020270623497e-25	24	23	13.6739280220262
sin_43	9.66129102398052e-26	1.12158805796574e-26	26	25	5.91451353499048
sin_44	1.3614566083291e-27	1.00005176320901e-28	24	8	584.754424518514
sin_45	6.88707870460289e-23	1.6666730465139e-23	26	24	87.115354755841
sin_46	2.68419126407405e-24	5.09020270623497e-25	24	22	6.60538007962032
sin_47	9.66129102398052e-26	1.12158805796574e-26	26	13	11.2151307406152
