annot	BH.Q	ADJ.P	PER	LAG	AMP
sin_1	6.07818022866006e-07	1.60187677117141e-07	24	0	6.81287000869389
sin_2	0.00306781331246281	0.0015470145858392	24	20	16.3625292671514
sin_3	1.78370963366684e-06	5.32194092517688e-07	24	0	57.8307345074249
sin_4	0.00306781331246281	0.0015470145858392	24	8	22.7012142421983
sin_5	2.04550423865589e-07	4.51870481812165e-08	24	8	14.0227620920305
sin_6	6.07818022866006e-07	1.60187677117141e-07	24	20	148.784132185037
sin_7	2.04550423865589e-07	4.51870481812165e-08	24	4	10.8790725616321
sin_8	0.000181464365802739	7.50437636396961e-05	24	16	1.46549439250521e-14
sin_9	8.01993001954931e-05	3.14454165221056e-05	24	8	8.5739575350051
sin_10	0.00306781331246281	0.0015470145858392	24	4	13.1714280202551
sin_11	3.18495206654649e-05	1.23691956620787e-05	24	16	109.503958658357
sin_12	0.0311232357815691	0.016899917029392	24	12	6.92779167366098e-14
sin_13	3.18495206654649e-05	1.23691956620787e-05	24	16	33.7232373236248
sin_14	6.07818022866006e-07	1.60187677117141e-07	24	20	7.10419284109785
sin_15	5.52589057394056e-08	1.13933816560884e-08	24	8	6.84266394766092
sin_16	2.04550423865589e-07	4.51870481812165e-08	24	4	88.2604887448167
sin_17	1.78370963366684e-06	5.32194092517688e-07	24	8	31.1722919304345
sin_18	2.04550423865589e-07	4.51870481812165e-08	24	8	2.32036420870249
sin_19	8.01993001954931e-05	3.14454165221056e-05	24	16	28.9397472433635
sin_20	3.18495206654649e-05	1.23691956620787e-05	24	8	10.4750412647008
sin_21	5.10661839427106e-06	1.61508412669718e-06	24	8	4.37700628850251
sin_22	2.04550423865589e-07	4.51870481812165e-08	24	4	4.95265289417283
sin_23	5.10661839427106e-06	1.61508412669718e-06	24	8	4.52816030339582
sin_24	8.01993001954931e-05	3.14454165221056e-05	24	4	3.02179848787497
sin_25	8.01993001954931e-05	3.14454165221056e-05	24	20	3.32070758013528
sin_26	5.10661839427106e-06	1.61508412669718e-06	24	8	3.92648825429606
sin_27	5.52589057394056e-08	1.13933816560884e-08	24	0	60.7450410110253
sin_28	5.10661839427106e-06	1.61508412669718e-06	24	16	14.4214825982339
sin_29	5.10661839427106e-06	1.61508412669718e-06	24	0	4.13812715889245
sin_30	5.52589057394056e-08	1.13933816560884e-08	24	8	34.3450630348134
sin_31	1.39838649170041e-05	4.64010063155136e-06	24	16	20.1129490261444
sin_32	1.78370963366684e-06	5.32194092517688e-07	24	16	8.83619154037519
sin_33	1.39838649170041e-05	4.64010063155136e-06	24	16	53.8993129149927
sin_34	0.00306781331246281	0.0015470145858392	0	0	0
sin_35	0.00306781331246281	0.0015470145858392	24	16	59.3493410833429
sin_36	6.07818022866006e-07	1.60187677117141e-07	24	8	14.7203192651335
sin_37	5.52589057394056e-08	1.13933816560884e-08	24	20	12.2781029479393
sin_38	2.04550423865589e-07	4.51870481812165e-08	24	4	11.3048442495937
sin_39	2.04550423865589e-07	4.51870481812165e-08	24	4	12.358467846713
sin_40	6.07818022866006e-07	1.60187677117141e-07	24	8	8.10829043466318
sin_41	0.000181464365802739	7.50437636396961e-05	24	4	1.4210854715202e-14
sin_42	6.07818022866006e-07	1.60187677117141e-07	24	0	13.6739280220262
sin_43	0.000181464365802739	7.50437636396961e-05	24	4	7.54951656745106e-15
sin_44	3.18495206654649e-05	1.23691956620787e-05	24	8	642.104923047379
sin_45	1.78370963366684e-06	5.32194092517688e-07	24	0	87.1153547558405
sin_46	1.78370963366684e-06	5.32194092517688e-07	24	0	4.18764316882758
sin_47	3.18495206654649e-05	1.23691956620787e-05	24	16	4.10502275782895
sin_48	6.07818022866006e-07	1.60187677117141e-07	24	4	7.4510599880176
sin_49	8.01993001954931e-05	3.14454165221056e-05	24	12	45.6744418582305
sin_50	0.00306781331246281	0.0015470145858392	24	4	19.1275374451778
sin_51	8.01993001954931e-05	3.14454165221056e-05	24	16	22.962194480413
sin_52	0.0188410903524954	0.00981449524725442	24	20	1.4210854715202e-14
sin_53	6.07818022866006e-07	1.60187677117141e-07	24	4	11.5436085867813
sin_54	6.07818022866006e-07	1.60187677117141e-07	24	0	80.2764126232445
sin_55	6.07818022866006e-07	1.60187677117141e-07	24	0	13.4213580344108
sin_56	6.07818022866006e-07	1.60187677117141e-07	24	20	146.566893741289
sin_57	6.07818022866006e-07	1.60187677117141e-07	24	0	3.05067553701095
sin_58	1.78370963366684e-06	5.32194092517688e-07	24	12	24.7043849628882
sin_59	0.00306781331246281	0.0015470145858392	24	8	24.1356817471201
sin_60	6.07818022866006e-07	1.60187677117141e-07	24	0	21.9571076933583
sin_61	5.10661839427106e-06	1.61508412669718e-06	24	20	18.9604138903974
sin_62	3.18495206654649e-05	1.23691956620787e-05	24	16	12.4699282218527
sin_63	6.07818022866006e-07	1.60187677117141e-07	24	20	8.50105712991458
sin_64	0.000181464365802739	7.50437636396961e-05	24	16	6.44281626202462
sin_65	6.07818022866006e-07	1.60187677117141e-07	24	0	6.17025324693877
sin_66	5.10661839427106e-06	1.61508412669718e-06	24	8	24.4047813664336
sin_67	5.10661839427106e-06	1.61508412669718e-06	24	16	20.6776781058451
sin_68	3.18495206654649e-05	1.23691956620787e-05	24	8	22.254143606983
sin_69	0.000397297634411675	0.000171740931966138	24	16	39.6629783321683
sin_70	6.07818022866006e-07	1.60187677117141e-07	24	0	499.386463250002
sin_71	6.07818022866006e-07	1.60187677117141e-07	24	20	10.2925453425836
sin_72	1.78370963366684e-06	5.32194092517688e-07	24	0	1.90004671416645
sin_73	1.78370963366684e-06	5.32194092517688e-07	24	20	23.2578789772684
sin_74	6.07818022866006e-07	1.60187677117141e-07	24	0	3.07562753891403
sin_75	5.52589057394056e-08	1.13933816560884e-08	24	0	6.05636295660437
sin_76	1.39838649170041e-05	4.64010063155136e-06	24	8	80.2002087458798
sin_77	5.52589057394056e-08	1.13933816560884e-08	24	12	4.62231382127225
sin_78	0.0311232357815691	0.016899917029392	24	20	6.72039125011805
sin_79	5.52589057394056e-08	1.13933816560884e-08	24	4	21.0744818460547
sin_80	1.78370963366684e-06	5.32194092517688e-07	24	12	14.7100072386555
sin_81	5.10661839427106e-06	1.61508412669718e-06	24	0	6.30654351521787
sin_82	2.04550423865589e-07	4.51870481812165e-08	24	4	9.88421445100465
sin_83	0.000848661102708545	0.000372253620051703	24	4	14.1817616337809
sin_84	5.10661839427106e-06	1.61508412669718e-06	24	20	13.8572119080702
sin_85	1.78370963366684e-06	5.32194092517688e-07	24	4	13.4954830062159
sin_86	0.000181464365802739	7.50437636396961e-05	24	20	30.9448670711387
sin_87	6.07818022866006e-07	1.60187677117141e-07	24	0	26.7463679003017
