annot	BH.Q	ADJ.P	PER	LAG	AMP
sin_1	1.10156280109914e-11	1.90169796298842e-12	24	23	10.7462823421672
sin_2	2.25580304442582e-12	2.24760012426428e-13	24	20	14.9010870993968
sin_3	1.16794858835649e-12	9.24802927689547e-14	24	21	157.996504913311
sin_4	5.84285528995197e-13	3.65444039953359e-14	24	8	20.6736235677306
sin_5	1.34394889391863e-11	2.61214794108913e-12	24	7	22.1188075606464
sin_6	2.37922374185546e-14	2.84838327097478e-17	24	18	234.684690953214
sin_7	1.83279588085567e-12	1.58620152597691e-13	24	1	29.7221789776073
sin_8	9.2160497688779e-13	6.45123483821453e-14	24	13	5.91601974604659
sin_9	1.34394889391863e-11	2.61214794108913e-12	24	8	8.57395753500509
sin_10	6.28531666806835e-12	8.58802813827885e-13	24	4	11.9950035198578
sin_11	5.39991297617695e-14	5.44900309414219e-16	24	16	99.7234595615179
sin_12	6.28531666806835e-12	8.58802813827885e-13	24	8	29.1765707132352
sin_13	8.21934925333662e-14	1.12082035272772e-15	24	16	30.7111992546153
sin_14	1.64807444451406e-13	4.97418832344243e-15	24	17	19.4090157886465
sin_15	1.83279588085567e-12	1.58620152597691e-13	24	6	10.7932778198171
sin_16	1.34394889391863e-11	2.61214794108913e-12	24	1	241.132139551699
sin_17	5.26520550979822e-14	3.54204734295517e-16	24	7	31.1722919304347
sin_18	6.28531666806835e-12	8.58802813827885e-13	24	7	3.66002710921485
sin_19	2.25580304442582e-12	2.24760012426428e-13	24	14	45.6481181045991
sin_20	2.02429033335476e-11	4.0872262094372e-12	24	8	10.4750412647008
sin_21	4.84228117536796e-13	2.51798621119134e-14	24	6	6.90407204741413
sin_22	1.83279588085567e-12	1.58620152597691e-13	24	1	13.5308993391333
sin_23	4.84228117536796e-13	2.51798621119134e-14	24	6	7.14249487349516
sin_24	1.83279588085567e-12	1.58620152597691e-13	24	1	8.25570699910921
sin_25	3.58162210764264e-11	8.54379673677662e-12	26	17	9.07234182600865
sin_26	3.58162210764264e-11	8.54379673677662e-12	26	6	3.92648825429605
sin_27	9.52252263084359e-14	1.69674039604122e-15	24	0	55.3195127833256
sin_28	9.2160497688779e-13	6.45123483821453e-14	24	14	22.7477294584376
sin_29	2.55797764939685e-13	9.39475427596661e-15	24	22	6.52727598801988
sin_30	1.38453237574189e-13	3.33546435974183e-15	24	5	93.8324572002673
sin_31	1.83279588085567e-12	1.58620152597691e-13	24	14	31.7251655605861
sin_32	9.2160497688779e-13	6.45123483821453e-14	24	14	13.9377691048219
sin_33	3.11410906789751e-13	1.38153202284908e-14	24	15	53.8993129149927
sin_34	1.34394889391863e-11	2.61214794108913e-12	26	3	58.6445035038697
sin_35	4.13862335271529e-12	5.26357642768063e-13	24	16	54.0484717451427
sin_36	5.39991297617695e-14	5.44900309414219e-16	24	5	40.2166601359801
sin_37	1.64807444451406e-13	4.97418832344243e-15	24	17	33.5444010743317
sin_38	1.38453237574189e-13	3.33546435974183e-15	24	2	17.8316991202434
sin_39	5.84285528995197e-13	3.65444039953359e-14	24	3	12.3584678467131
sin_40	2.25580304442582e-12	2.24760012426428e-13	24	6	12.7896140997836
sin_41	3.55826623907812e-12	3.75558827597245e-13	24	0	9.4953163640329
sin_42	4.13862335271529e-12	5.26357642768063e-13	24	23	13.6739280220262
sin_43	2.25580304442582e-12	2.24760012426428e-13	24	0	5.91451353499046
sin_44	5.26520550979822e-14	3.54204734295517e-16	24	8	584.754424518514
sin_45	1.83279588085567e-12	1.58620152597691e-13	24	23	87.1153547558407
sin_46	1.64807444451406e-13	4.97418832344243e-15	24	22	6.60538007962031
sin_47	6.28531666806835e-12	8.58802813827885e-13	26	12	11.2151307406152
sin_48	1.83279588085567e-12	1.58620152597691e-13	24	2	11.7529314778476
sin_49	2.41839325121099e-11	5.56230447778528e-12	26	11	45.6744418582305
sin_50	3.11410906789751e-13	1.38153202284908e-14	24	4	17.4191347079673
sin_51	9.2160497688779e-13	6.45123483821453e-14	24	15	22.962194480413
sin_52	1.34394889391863e-11	2.61214794108913e-12	24	17	18.4983294055344
sin_53	1.38453237574189e-13	3.33546435974183e-15	24	2	18.2083141117791
sin_54	1.34394889391863e-11	2.61214794108913e-12	24	23	126.624021060852
sin_55	1.38453237574189e-13	3.33546435974183e-15	24	23	13.4213580344109
sin_56	2.41839325121099e-11	5.56230447778528e-12	24	19	146.566893741289
sin_57	1.38453237574189e-13	3.33546435974183e-15	24	22	4.81198387951443
sin_58	3.10572667126297e-14	1.04465351669755e-16	24	10	38.9674682713759
sin_59	3.55826623907812e-12	3.75558827597245e-13	24	8	21.979969602815
sin_60	6.57597992210059e-11	1.74024341393044e-11	24	0	21.9571076933583
sin_61	4.13862335271529e-12	5.26357642768063e-13	24	19	29.907213953965
sin_62	2.37922374185546e-14	2.84838327097478e-17	24	16	11.3561591562796
sin_63	1.38453237574189e-13	3.33546435974183e-15	24	18	13.4091447522671
sin_64	3.11410906789751e-13	1.38153202284908e-14	24	15	6.44281626202462
sin_65	1.83279588085567e-12	1.58620152597691e-13	24	23	6.17025324693875
sin_66	2.02429033335476e-11	4.0872262094372e-12	24	8	24.4047813664337
sin_67	4.84228117536796e-13	2.51798621119134e-14	24	14	32.6159411264711
sin_68	2.25580304442582e-12	2.24760012426428e-13	24	8	20.2664836710706
sin_69	1.64807444451406e-13	4.97418832344243e-15	24	14	62.5624095491083
sin_70	5.39991297617695e-14	5.44900309414219e-16	24	0	454.783063403711
sin_71	6.28531666806835e-12	8.58802813827885e-13	24	19	10.2925453425836
sin_72	5.26520550979822e-14	3.54204734295517e-16	24	22	2.99703919606331
sin_73	9.2160497688779e-13	6.45123483821453e-14	24	17	63.5417070421855
sin_74	2.25580304442582e-12	2.24760012426428e-13	24	21	8.40277070147123
sin_75	5.39991297617695e-14	5.44900309414219e-16	24	22	9.55300573991004
sin_76	4.84228117536796e-13	2.51798621119134e-14	24	8	73.0370150237915
sin_77	1.16794858835649e-12	9.24802927689547e-14	24	9	12.6283962082436
sin_78	2.55797764939685e-13	9.39475427596661e-15	24	20	6.12015011402128
sin_79	2.55797764939685e-13	9.39475427596661e-15	24	3	21.0744818460548
sin_80	1.10156280109914e-11	1.90169796298842e-12	24	12	14.7100072386555
sin_81	1.16794858835649e-12	9.24802927689547e-14	24	21	17.2297973037191
sin_82	4.13862335271529e-12	5.26357642768063e-13	24	1	27.0041760730512
sin_83	1.64807444451406e-13	4.97418832344243e-15	24	4	12.9150977747734
sin_84	1.10156280109914e-11	1.90169796298842e-12	24	18	37.8586069840963
sin_85	9.2160497688779e-13	6.45123483821453e-14	24	3	13.4954830062159
sin_86	9.2160497688779e-13	6.45123483821453e-14	24	20	28.1809830239387
sin_87	2.25580304442582e-12	2.24760012426428e-13	24	21	73.0724360215537
sin_88	3.55826623907812e-12	3.75558827597245e-13	24	6	32.0785932780117
sin_89	2.55797764939685e-13	9.39475427596661e-15	24	0	13.5079616735856
sin_90	2.02429033335476e-11	4.0872262094372e-12	24	13	79.2749017641148
sin_91	5.84285528995197e-13	3.65444039953359e-14	24	21	62.3784597096438
sin_92	3.55826623907812e-12	3.75558827597245e-13	26	10	33.3011849166096
sin_93	1.34394889391863e-11	2.61214794108913e-12	24	17	25.1660066946109
sin_94	2.02429033335476e-11	4.0872262094372e-12	24	10	9.04838705423157
sin_95	5.84285528995197e-13	3.65444039953359e-14	24	12	124.937202419544
sin_96	1.83279588085567e-12	1.58620152597691e-13	24	6	10.3537866899369
sin_97	4.84228117536796e-13	2.51798621119134e-14	24	3	545.495942387888
sin_98	2.55797764939685e-13	9.39475427596661e-15	24	22	168.213712514316
sin_99	3.55826623907812e-12	3.75558827597245e-13	24	9	13.2834942303367
sin_100	6.28531666806835e-12	8.58802813827885e-13	26	13	6.40160737880665
sin_101	5.84285528995197e-13	3.65444039953359e-14	24	19	8.39366454908449
sin_102	1.64807444451406e-13	4.97418832344243e-15	24	16	25.7212570945343
sin_103	3.55826623907812e-12	3.75558827597245e-13	24	23	13.1330094035772
sin_104	3.11410906789751e-13	1.38153202284908e-14	24	3	11.8502042311795
sin_105	8.21934925333662e-14	1.12082035272772e-15	24	0	7.59527549599925
sin_106	3.55826623907812e-12	3.75558827597245e-13	24	3	16.2864181531096
sin_107	6.28531666806835e-12	8.58802813827885e-13	24	23	7.85577927801378
sin_108	1.16794858835649e-12	9.24802927689547e-14	24	2	4.43484287885619
sin_109	9.2160497688779e-13	6.45123483821453e-14	24	19	11.4696404697574
sin_110	1.16794858835649e-12	9.24802927689547e-14	24	15	55.8220621652962
sin_111	5.26520550979822e-14	3.54204734295517e-16	24	4	10.5972977715539
sin_112	4.13862335271529e-12	5.26357642768063e-13	24	9	36.0446217872521
sin_113	2.02429033335476e-11	4.0872262094372e-12	24	4	4.11335707491635
sin_114	7.47929670876985e-12	1.19124798488771e-12	24	7	17.9561755223299
sin_115	4.84228117536796e-13	2.51798621119134e-14	24	9	32.0590678969511
sin_116	1.10156280109914e-11	1.90169796298842e-12	26	3	27.1410819851141
sin_117	2.55797764939685e-13	9.39475427596661e-15	24	8	21.5234032338875
sin_118	4.13862335271529e-12	5.26357642768063e-13	24	10	8.94245178993341
sin_119	5.84285528995197e-13	3.65444039953359e-14	24	3	7.42496179828744
sin_120	9.2160497688779e-13	6.45123483821453e-14	24	15	6.41360932121552
sin_121	8.21934925333662e-14	1.12082035272772e-15	24	0	21.8226933559149
sin_122	4.84228117536796e-13	2.51798621119134e-14	24	22	7.62163916032558
sin_123	4.13862335271529e-12	5.26357642768063e-13	24	8	11.4850699469629
sin_124	2.02429033335476e-11	4.0872262094372e-12	24	4	13.0060542572662
sin_125	1.83279588085567e-12	1.58620152597691e-13	24	18	300.264232816521
sin_126	7.47929670876985e-12	1.19124798488771e-12	24	10	8.85075165058318
sin_127	3.10572667126297e-14	1.04465351669755e-16	24	16	25.065325520998
